ID,DUR_Aulaweb,DUR_Blank,DUR_Deeds,DUR_Diagram,DUR_Other,DUR_Properties,DUR_Study,DUR_TextEditor,KS_Aulaweb,KS_Blank,KS_Deeds,KS_Diagram,KS_Other,KS_Properties,KS_Study,KS_TextEditor,MCL_Aulaweb,MCL_Blank,MCL_Deeds,MCL_Diagram,MCL_Other,MCL_Properties,MCL_Study,MCL_TextEditor,MCR_Blank,MCR_Deeds,MCR_Diagram,MCR_Other,MCR_Study,MCR_TextEditor,MM_Aulaweb,MM_Blank,MM_Deeds,MM_Diagram,MM_Other,MM_Properties,MM_Study,MM_TextEditor,MW_Aulaweb,MW_Blank,MW_Deeds,MW_Diagram,MW_Other,MW_Properties,MW_Study,MW_TextEditor
75,55818.0,5481.0,13131094.0,2359714.0,3471346.0,8029.0,6024014.0,55359061.0,30.0,0.0,80.0,0.0,24.0,0.0,0.0,2165.0,63.0,35.0,581.0,231.0,251.0,14.0,176.0,465.0,0.0,92.0,0.0,2.0,0.0,0.0,3970.0,1885.0,35875.0,11734.0,10378.0,672.0,13496.0,24231.0,12.0,0.0,3.0,1.0,20.0,0.0,45.0,450.0
76,359.0,295.0,441898.0,31328657.0,903960.0,234.0,7317792.0,38107175.0,0.0,4.0,109.0,0.0,723.0,0.0,2.0,3711.0,39.0,117.0,563.0,924.0,229.0,22.0,153.0,544.0,2.0,0.0,8.0,0.0,0.0,4.0,1706.0,4740.0,34744.0,58012.0,22831.0,805.0,23772.0,50988.0,0.0,0.0,1.0,2.0,279.0,0.0,171.0,1131.0
78,2231.0,80287.0,8646451.0,2738192.0,169854.0,266.0,19279628.0,277555180.0,1.0,44.0,310.0,4.0,17.0,0.0,2.0,3674.0,52.0,114.0,911.0,258.0,81.0,4.0,159.0,543.0,2.0,0.0,8.0,2.0,0.0,0.0,2952.0,5872.0,46021.0,20546.0,5247.0,201.0,19354.0,58367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
79,28815.0,113656858.0,16383803.0,75281724.0,138432.0,1156.0,30086801.0,271991234.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2928.0,18.0,43.0,864.0,390.0,86.0,10.0,157.0,304.0,0.0,90.0,12.0,0.0,0.0,4.0,389.0,1061.0,17135.0,16621.0,2175.0,371.0,8330.0,19367.0,0.0,0.0,0.0,37.0,0.0,0.0,126.0,850.0
80,14236.0,671631.0,39550285.0,16989342.0,2709892.0,3504.0,28273412.0,77963538.0,0.0,1.0,16.0,8.0,292.0,0.0,141.0,2388.0,36.0,84.0,702.0,411.0,283.0,9.0,180.0,359.0,4.0,96.0,0.0,4.0,2.0,0.0,1330.0,2498.0,22061.0,21288.0,8671.0,293.0,10139.0,24115.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,922.0
81,182427.0,109529.0,9886186.0,5525010.0,164969.0,500.0,4266282.0,29628907.0,0.0,4.0,70.0,6.0,133.0,0.0,0.0,2704.0,50.0,86.0,1454.0,615.0,242.0,33.0,209.0,809.0,6.0,106.0,44.0,6.0,4.0,0.0,16015.0,22844.0,203012.0,126880.0,46549.0,5518.0,79494.0,189793.0,0.0,11.0,46.0,11.0,82.0,0.0,102.0,589.0
82,48767.0,35555.0,11445599.0,18606991.0,398741.0,420.0,2136046.0,40545906.0,0.0,0.0,3.0,0.0,36.0,0.0,0.0,2232.0,60.0,173.0,857.0,237.0,186.0,2.0,215.0,828.0,0.0,104.0,6.0,8.0,2.0,58.0,4256.0,9330.0,66083.0,23851.0,9676.0,334.0,16969.0,84554.0,0.0,4.0,17.0,10.0,15.0,0.0,75.0,1481.0
83,457.0,59492.0,4306020.0,4835760.0,83336.0,4888.0,2333426.0,70920795.0,0.0,0.0,84.0,0.0,26.0,0.0,8.0,2431.0,17.0,78.0,610.0,334.0,115.0,41.0,130.0,359.0,0.0,100.0,2.0,30.0,0.0,0.0,391.0,1749.0,16182.0,10251.0,4189.0,847.0,8190.0,27307.0,0.0,0.0,102.0,223.0,567.0,0.0,2916.0,12985.0
85,19546.0,60.0,64902593.0,13735544.0,82407.0,3789.0,8845475.0,70014637.0,0.0,0.0,76.0,4.0,154.0,0.0,2.0,2506.0,60.0,57.0,832.0,628.0,271.0,155.0,230.0,467.0,0.0,140.0,34.0,18.0,0.0,0.0,2764.0,1975.0,27136.0,23716.0,7859.0,4162.0,11768.0,20339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,5727.0,27103.0,19256598.0,33235413.0,16221.0,20636.0,3834592.0,135056559.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7241.0,32.0,119.0,1303.0,482.0,189.0,12.0,154.0,682.0,41.0,102.0,4.0,0.0,0.0,3.0,1248.0,6796.0,40593.0,39110.0,7238.0,412.0,19576.0,46800.0,8.0,0.0,6.0,18.0,89.0,0.0,174.0,474.0
87,484.0,298004.0,84215057.0,7705920.0,530.0,0.0,8060580.0,52821817.0,0.0,2.0,37.0,2.0,4.0,1.0,0.0,2879.0,31.0,80.0,2246.0,597.0,57.0,5.0,250.0,730.0,9.0,122.0,8.0,0.0,2.0,3.0,1212.0,4563.0,81170.0,37436.0,2625.0,385.0,38782.0,51584.0,7.0,10.0,32.0,26.0,0.0,0.0,268.0,494.0
88,0.0,76662.0,15558582.0,64236849.0,289303.0,11610.0,9188064.0,177340554.0,0.0,0.0,55.0,18.0,55.0,0.0,4.0,2379.0,1.0,219.0,672.0,588.0,182.0,34.0,125.0,419.0,6.0,108.0,2.0,6.0,0.0,0.0,62.0,4919.0,21035.0,23631.0,5188.0,704.0,7411.0,20522.0,0.0,1.0,5.0,1.0,4.0,0.0,37.0,361.0
89,0.0,0.0,22587165.0,17627012.0,67795896.0,93.0,0.0,114510522.0,0.0,0.0,56.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,248.0,336.0,253.0,19.0,0.0,62.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,4413.0,11174.0,5942.0,355.0,0.0,2340.0,0.0,0.0,6.0,50.0,0.0,0.0,0.0,0.0
90,0.0,2001.0,8178164.0,624299.0,9280923.0,0.0,26145031.0,66232027.0,0.0,5.0,47.0,0.0,163.0,0.0,50.0,2308.0,0.0,89.0,1167.0,199.0,426.0,10.0,334.0,543.0,2.0,110.0,14.0,18.0,4.0,2.0,0.0,3555.0,70532.0,13689.0,23236.0,586.0,39559.0,94367.0,0.0,6.0,36.0,10.0,123.0,0.0,597.0,4385.0
91,31.0,168518.0,9648968.0,13267610.0,2707409.0,0.0,1136704.0,275858658.0,0.0,0.0,26.0,28.0,34.0,2.0,0.0,436.0,4.0,141.0,482.0,98.0,52.0,4.0,54.0,455.0,0.0,88.0,0.0,6.0,0.0,2.0,179.0,5533.0,30302.0,9639.0,3799.0,114.0,4475.0,45389.0,0.0,2.0,11.0,3.0,17.0,0.0,86.0,892.0
92,1294.0,468.0,28015035.0,12621247.0,454251.0,654408.0,15532718.0,375125000.0,0.0,0.0,84.0,0.0,12.0,0.0,0.0,2964.0,16.0,20.0,1303.0,125.0,78.0,13.0,126.0,935.0,0.0,12.0,0.0,0.0,0.0,36.0,1037.0,895.0,42892.0,8166.0,4606.0,1255.0,11665.0,55199.0,1.0,0.0,31.0,15.0,0.0,0.0,80.0,452.0
93,1980.0,467.0,54519299.0,3552515.0,17157.0,26557.0,17999103.0,108412151.0,0.0,0.0,479.0,28.0,34.0,16.0,83.0,1925.0,28.0,42.0,1241.0,333.0,99.0,82.0,228.0,453.0,0.0,16.0,2.0,2.0,2.0,0.0,1530.0,1886.0,54648.0,23791.0,4598.0,3039.0,27268.0,40711.0,6.0,0.0,24.0,2.0,0.0,0.0,121.0,174.0
94,2389.0,29458.0,54106862.0,24638029.0,9972.0,609.0,2563679.0,162431126.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,1798.0,15.0,58.0,917.0,420.0,42.0,12.0,99.0,611.0,0.0,94.0,6.0,0.0,0.0,24.0,817.0,2807.0,41101.0,21851.0,1374.0,586.0,5322.0,33795.0,8.0,4.0,12.0,51.0,0.0,0.0,81.0,1194.0
95,3012.0,3218.0,23757818.0,23202277.0,5436.0,9749.0,47666820.0,369708459.0,0.0,0.0,30.0,10.0,6.0,0.0,2.0,1235.0,59.0,58.0,945.0,2080.0,62.0,63.0,171.0,1060.0,0.0,126.0,0.0,0.0,0.0,4.0,2550.0,2610.0,46857.0,51036.0,4530.0,2101.0,20411.0,48653.0,5.0,0.0,63.0,76.0,3.0,0.0,151.0,1821.0
96,15348.0,8804.0,1973732.0,46308013.0,4366.0,826.0,1213596.0,50866373.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,2311.0,32.0,64.0,447.0,449.0,32.0,24.0,191.0,705.0,0.0,94.0,28.0,0.0,0.0,32.0,2057.0,3983.0,35252.0,50072.0,2937.0,1234.0,20739.0,66335.0,5.0,0.0,7.0,12.0,3.0,0.0,123.0,377.0
98,0.0,8679.0,9546990.0,14163099.0,1295204.0,265.0,6197480.0,52863203.0,0.0,0.0,309.0,19.0,4.0,0.0,41.0,1470.0,0.0,38.0,1147.0,210.0,114.0,32.0,90.0,485.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1486.0,39349.0,10191.0,5782.0,1019.0,8708.0,40194.0,0.0,0.0,3.0,1.0,3.0,0.0,78.0,625.0
99,42522.0,1418238.0,15320338.0,12070494.0,345623.0,858.0,21216416.0,171123149.0,0.0,0.0,47.0,0.0,5.0,0.0,6.0,2359.0,29.0,94.0,1568.0,426.0,51.0,21.0,175.0,870.0,0.0,94.0,0.0,2.0,2.0,0.0,2140.0,6599.0,58995.0,21260.0,3870.0,555.0,12888.0,55699.0,0.0,1.0,44.0,17.0,0.0,0.0,152.0,1222.0
100,27973.0,17503.0,17014059.0,14697580.0,639615.0,2654.0,7034601.0,106205667.0,6.0,19.0,89.0,10.0,174.0,0.0,27.0,2438.0,31.0,78.0,868.0,489.0,171.0,25.0,141.0,769.0,0.0,92.0,4.0,0.0,0.0,0.0,1825.0,3765.0,23978.0,24158.0,7707.0,1021.0,14188.0,40852.0,27.0,0.0,2.0,21.0,36.0,0.0,165.0,655.0
101,314.0,7069.0,1126088.0,3253065.0,215556.0,15.0,2703796.0,43633889.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,1313.0,16.0,104.0,502.0,346.0,49.0,21.0,140.0,550.0,0.0,94.0,18.0,0.0,0.0,0.0,1430.0,7332.0,42331.0,35918.0,3937.0,1180.0,15440.0,61006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,2933.0,44655270.0,12105538.0,2540761.0,62.0,0.0,116353248.0,4.0,0.0,53.0,0.0,38.0,0.0,0.0,2481.0,0.0,32.0,683.0,228.0,226.0,12.0,0.0,540.0,0.0,96.0,0.0,2.0,0.0,22.0,0.0,716.0,43997.0,12314.0,11343.0,484.0,0.0,36090.0,0.0,0.0,55.0,0.0,35.0,0.0,0.0,932.0
103,20566.0,2858665.0,10327315.0,11137845.0,7833235.0,1482.0,98898606.0,70255217.0,0.0,4.0,62.0,0.0,198.0,0.0,82.0,1577.0,27.0,90.0,1629.0,428.0,270.0,12.0,453.0,857.0,5.0,90.0,0.0,4.0,3.0,6.0,915.0,2286.0,24495.0,9315.0,8847.0,352.0,22698.0,24653.0,4.0,1.0,8.0,0.0,115.0,0.0,359.0,63.0
104,18025.0,181102.0,5906369.0,10759963.0,2538025.0,281.0,1714065.0,41486316.0,0.0,0.0,318.0,17.0,10.0,0.0,1.0,2466.0,21.0,36.0,1051.0,530.0,255.0,24.0,104.0,423.0,0.0,12.0,0.0,8.0,6.0,38.0,1729.0,1805.0,37374.0,22315.0,9317.0,1165.0,14353.0,41076.0,9.0,2.0,1.0,5.0,84.0,0.0,124.0,1152.0
