ID,DUR_Aulaweb,DUR_Blank,DUR_Deeds,DUR_Diagram,DUR_Other,DUR_Properties,DUR_Study,DUR_TextEditor,KS_Aulaweb,KS_Blank,KS_Deeds,KS_Diagram,KS_Other,KS_Properties,KS_Study,KS_TextEditor,MCL_Aulaweb,MCL_Blank,MCL_Deeds,MCL_Diagram,MCL_Other,MCL_Properties,MCL_Study,MCL_TextEditor,MCR_Aulaweb,MCR_Blank,MCR_Deeds,MCR_Diagram,MCR_Other,MCR_Study,MCR_TextEditor,MM_Aulaweb,MM_Blank,MM_Deeds,MM_Diagram,MM_Other,MM_Properties,MM_Study,MM_TextEditor,MW_Aulaweb,MW_Blank,MW_Deeds,MW_Diagram,MW_Other,MW_Study,MW_TextEditor,MWC_Aulaweb,MWC_Study
84,0.0,4937.0,439334087.0,2578720.0,1618659.0,7504.0,0.0,490299097.0,0.0,0.0,1115.0,26.0,493.0,0.0,0.0,3185.0,0.0,22.0,1156.0,234.0,120.0,22.0,0.0,488.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1101.0,45887.0,8139.0,3975.0,580.0,0.0,17417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,850001.0,15674.0,237370043.0,11012406.0,258858.0,5656.0,24453595.0,364255786.0,0.0,0.0,151.0,0.0,148.0,22.0,0.0,3681.0,55.0,62.0,1371.0,187.0,189.0,48.0,153.0,827.0,0.0,2.0,292.0,0.0,2.0,0.0,0.0,2783.0,2162.0,46748.0,6725.0,5413.0,1326.0,7861.0,39763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8930.0,287348.0,41060003.0,1157681.0,543628.0,173.0,49346697.0,179074885.0,0.0,0.0,30.0,0.0,12.0,0.0,22.0,5949.0,48.0,253.0,2011.0,182.0,77.0,64.0,259.0,1163.0,0.0,47.0,380.0,0.0,6.0,0.0,3.0,1136.0,6450.0,48523.0,6031.0,2545.0,1318.0,10045.0,37291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,101723.0,576946.0,117886494.0,1187751.0,99843.0,95.0,39463142.0,678173707.0,0.0,0.0,126.0,0.0,296.0,0.0,56.0,3852.0,84.0,80.0,1820.0,143.0,129.0,33.0,309.0,678.0,2.0,7.0,378.0,0.0,6.0,0.0,3.0,5464.0,4314.0,97770.0,9151.0,7854.0,1324.0,39947.0,58959.0,11.0,2.0,80.0,0.0,57.0,537.0,873.0,0.0,0.0
88,93263.0,624136.0,205113074.0,91121.0,212965.0,1798.0,26469769.0,94393147.0,0.0,8.0,172.0,0.0,118.0,0.0,0.0,3062.0,46.0,72.0,1727.0,100.0,147.0,39.0,171.0,868.0,0.0,9.0,248.0,0.0,2.0,0.0,1.0,2894.0,3750.0,82785.0,6030.0,8651.0,1480.0,31919.0,84564.0,16.0,0.0,34.0,0.0,25.0,136.0,1026.0,0.0,0.0
90,11575.0,1120299.0,46101015.0,1581779.0,54710.0,156.0,62922310.0,569779041.0,0.0,4.0,337.0,0.0,57.0,2.0,139.0,3819.0,46.0,103.0,979.0,100.0,235.0,20.0,315.0,1112.0,1.0,7.0,4.0,2.0,5.0,1.0,34.0,2755.0,6357.0,69051.0,6050.0,11788.0,937.0,40492.0,75187.0,34.0,4.0,292.0,0.0,80.0,832.0,2359.0,10.0,14.0
91,19753.0,2708186.0,135414008.0,739487.0,568917.0,531.0,44809835.0,391854756.0,0.0,0.0,213.0,0.0,243.0,0.0,0.0,3618.0,17.0,149.0,1467.0,137.0,302.0,19.0,125.0,1030.0,0.0,2.0,266.0,0.0,24.0,0.0,0.0,2131.0,7079.0,97443.0,10416.0,17497.0,748.0,11145.0,80258.0,10.0,1.0,92.0,0.0,27.0,124.0,1939.0,0.0,0.0
92,3861790.0,11932.0,251475956.0,31789230.0,3033905.0,34364.0,15358119.0,83306492.0,0.0,0.0,254.0,10.0,141.0,32.0,0.0,3283.0,65.0,40.0,1525.0,449.0,232.0,85.0,180.0,1022.0,2.0,0.0,30.0,0.0,14.0,0.0,44.0,3420.0,809.0,50179.0,14183.0,6434.0,2162.0,8609.0,30582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,642775.0,49547.0,86677821.0,1181176.0,215123.0,15.0,182990773.0,151561786.0,0.0,0.0,896.0,4.0,0.0,1.0,8.0,3583.0,18.0,115.0,1650.0,326.0,152.0,26.0,231.0,516.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2124.0,8513.0,87467.0,14276.0,10293.0,1141.0,31290.0,65762.0,1.0,0.0,20.0,2.0,1.0,278.0,573.0,0.0,2.0
94,22399.0,108708.0,103492145.0,2392158.0,17447491.0,63.0,77861244.0,141184814.0,0.0,0.0,112.0,0.0,58.0,0.0,4.0,3298.0,48.0,154.0,1525.0,118.0,415.0,21.0,220.0,1628.0,0.0,0.0,232.0,0.0,16.0,0.0,42.0,2865.0,6388.0,64710.0,7067.0,20166.0,578.0,13839.0,69850.0,32.0,0.0,21.0,0.0,92.0,48.0,1803.0,0.0,0.0
95,1009.0,532898.0,31441279.0,7247.0,863174.0,20018.0,17595776.0,151559417.0,0.0,5.0,23.0,0.0,25.0,0.0,0.0,5354.0,49.0,165.0,2044.0,117.0,226.0,41.0,290.0,2768.0,0.0,2.0,308.0,2.0,14.0,0.0,110.0,2498.0,7610.0,118595.0,6207.0,15112.0,2192.0,29051.0,150672.0,2.0,4.0,144.0,0.0,67.0,162.0,2305.0,0.0,0.0
96,61747.0,9112.0,61832573.0,944180.0,370256.0,107722.0,101854434.0,114055741.0,0.0,6.0,130.0,0.0,66.0,0.0,0.0,1912.0,43.0,67.0,1392.0,109.0,173.0,38.0,251.0,943.0,0.0,41.0,298.0,0.0,4.0,6.0,1.0,2869.0,3862.0,74880.0,5842.0,9212.0,1677.0,28726.0,65467.0,1.0,1.0,37.0,0.0,22.0,388.0,1048.0,0.0,0.0
97,1729076.0,206028.0,206391633.0,1721134.0,75089.0,1345.0,83067379.0,730530722.0,0.0,12.0,72.0,0.0,52.0,0.0,140.0,5664.0,44.0,136.0,1161.0,117.0,194.0,38.0,193.0,1585.0,0.0,0.0,200.0,2.0,4.0,0.0,14.0,2808.0,5120.0,63977.0,8147.0,9999.0,2833.0,13389.0,73186.0,0.0,0.0,1.0,0.0,0.0,0.0,139.0,0.0,0.0
98,0.0,12001.0,192939289.0,17461.0,936503.0,204.0,0.0,704522590.0,0.0,0.0,293.0,0.0,26.0,0.0,0.0,1048.0,0.0,11.0,446.0,10.0,94.0,6.0,0.0,194.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,413.0,19590.0,528.0,3681.0,187.0,0.0,8607.0,0.0,0.0,0.0,0.0,0.0,0.0,4367.0,0.0,0.0
99,58060.0,3430.0,247328416.0,537291.0,157520.0,3702.0,56030766.0,280405156.0,0.0,0.0,31.0,0.0,62.0,0.0,12.0,3056.0,34.0,63.0,2042.0,81.0,166.0,78.0,128.0,802.0,2.0,0.0,286.0,0.0,2.0,0.0,0.0,826.0,1069.0,37100.0,2324.0,3508.0,1196.0,2860.0,18149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,435372.0,2094748.0,70956866.0,1911016.0,1928570.0,85847.0,50196442.0,123912014.0,282.0,2.0,328.0,0.0,179.0,5.0,1.0,2884.0,35.0,127.0,1553.0,171.0,308.0,87.0,224.0,1031.0,0.0,20.0,286.0,0.0,6.0,0.0,4.0,1821.0,9014.0,65395.0,9597.0,13221.0,3596.0,24841.0,59348.0,21.0,0.0,52.0,0.0,49.0,213.0,1117.0,0.0,0.0
101,348051.0,38214.0,30974648.0,9805.0,2024124.0,33.0,11602697.0,199308768.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,2408.0,77.0,222.0,1633.0,93.0,62.0,34.0,176.0,819.0,0.0,0.0,316.0,0.0,0.0,0.0,4.0,5423.0,12423.0,113414.0,5928.0,8651.0,1382.0,20541.0,70958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,9099.0,32547.0,48035277.0,42348.0,231288.0,0.0,39830462.0,169579497.0,0.0,0.0,147.0,0.0,26.0,1.0,0.0,3017.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,41778.0,11014.0,83156320.0,3145933.0,239583.0,32268.0,161358754.0,535482141.0,0.0,0.0,374.0,115.0,125.0,0.0,454.0,4851.0,64.0,79.0,1626.0,292.0,234.0,69.0,269.0,519.0,0.0,7.0,200.0,6.0,4.0,6.0,3.0,1836.0,2249.0,38945.0,7013.0,4338.0,1549.0,7064.0,14681.0,52.0,4.0,2.0,0.0,1.0,672.0,1286.0,0.0,0.0
104,292310.0,77768.0,161245059.0,1376193.0,241945.0,3774.0,229629087.0,202163111.0,0.0,5.0,1237.0,55.0,92.0,33.0,0.0,2735.0,32.0,79.0,1759.0,286.0,268.0,41.0,108.0,617.0,0.0,30.0,21.0,0.0,2.0,0.0,6.0,2308.0,4365.0,71204.0,13250.0,9863.0,2102.0,22847.0,49987.0,0.0,0.0,15.0,0.0,38.0,92.0,724.0,0.0,0.0
107,8162837.0,27688606.0,214036257.0,5549197.0,5683776.0,9535.0,522537155.0,126792800.0,0.0,0.0,518.0,0.0,130.0,0.0,2.0,5097.0,81.0,139.0,1746.0,173.0,460.0,20.0,220.0,1909.0,0.0,2.0,24.0,0.0,18.0,2.0,118.0,7470.0,9401.0,116369.0,15683.0,32850.0,1350.0,35799.0,93945.0,121.0,4.0,161.0,23.0,44.0,810.0,3758.0,0.0,2.0
