ID,DUR_Aulaweb,DUR_Blank,DUR_Deeds,DUR_Diagram,DUR_Other,DUR_Properties,DUR_Study,DUR_TextEditor,KS_Aulaweb,KS_Blank,KS_Deeds,KS_Diagram,KS_Other,KS_Properties,KS_Study,KS_TextEditor,MCL_Aulaweb,MCL_Blank,MCL_Deeds,MCL_Diagram,MCL_Other,MCL_Properties,MCL_Study,MCL_TextEditor,MCR_Aulaweb,MCR_Blank,MCR_Deeds,MCR_Diagram,MCR_Other,MCR_Properties,MCR_Study,MCR_TextEditor,MM_Aulaweb,MM_Blank,MM_Deeds,MM_Diagram,MM_FSM,MM_Other,MM_Properties,MM_Study,MM_TextEditor,MW_Aulaweb,MW_Blank,MW_Deeds,MW_Diagram,MW_Other,MW_Properties,MW_Study,MW_TextEditor,MWC_Study
60,610066.0,4340.0,27877107.0,81454069.0,520650.0,904217.0,16344462.0,5128982.0,14.0,0.0,0.0,2.0,34.0,8.0,57.0,691.0,153.0,88.0,201.0,957.0,261.0,721.0,174.0,264.0,4.0,2.0,12.0,2.0,18.0,0.0,0.0,20.0,15687.0,4437.0,12542.0,55744.0,0.0,18498.0,20113.0,14850.0,28218.0,181.0,10.0,10.0,27.0,20.0,4.0,102.0,1081.0,0.0
61,117179.0,147207.0,1429631.0,6063234.0,224225.0,359883.0,8645650.0,7757657.0,84.0,0.0,35.0,18.0,245.0,158.0,78.0,813.0,77.0,93.0,235.0,1061.0,204.0,218.0,54.0,285.0,0.0,6.0,6.0,62.0,7.0,0.0,0.0,1.0,3991.0,3169.0,12221.0,33588.0,0.0,8204.0,7419.0,5409.0,17076.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0
62,0.0,1125.0,1280752.0,31795101.0,222925.0,1461840.0,3646504.0,46813165.0,0.0,0.0,45.0,54.0,166.0,24.0,15.0,3438.0,0.0,26.0,297.0,374.0,125.0,121.0,65.0,336.0,0.0,0.0,22.0,22.0,2.0,0.0,2.0,0.0,0.0,888.0,7237.0,12177.0,0.0,4074.0,2830.0,3045.0,9682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,175319.0,1235796.0,17738389.0,85004201.0,28631.0,770790.0,44546096.0,581507536.0,34.0,0.0,114.0,100.0,0.0,32.0,0.0,1884.0,84.0,211.0,429.0,2826.0,71.0,617.0,167.0,496.0,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,3136.0,7147.0,14950.0,46391.0,0.0,2212.0,12606.0,7800.0,21367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,964968.0,77110.0,549929.0,4309429.0,1282168.0,1080900.0,20459803.0,24207360.0,30.0,2.0,2.0,4.0,130.0,194.0,0.0,1229.0,39.0,126.0,154.0,514.0,128.0,287.0,51.0,305.0,0.0,38.0,16.0,24.0,16.0,2.0,4.0,16.0,3748.0,5426.0,9620.0,34134.0,0.0,11191.0,9046.0,8222.0,16011.0,60.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0
65,7344.0,180808.0,4424769.0,19054959.0,8538969.0,1357807.0,19516996.0,55650952.0,0.0,0.0,0.0,4.0,355.0,0.0,0.0,1755.0,41.0,62.0,146.0,1384.0,249.0,662.0,80.0,340.0,0.0,2.0,4.0,10.0,18.0,0.0,0.0,24.0,2603.0,3576.0,10100.0,70145.0,0.0,15150.0,20987.0,18081.0,24432.0,0.0,4.0,12.0,59.0,0.0,240.0,130.0,994.0,0.0
66,7988.0,22773.0,847455.0,171604.0,20868.0,43558.0,2680507.0,65261806.0,8.0,28.0,8.0,22.0,44.0,89.0,8.0,1521.0,32.0,50.0,85.0,119.0,125.0,7.0,36.0,286.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1614.0,2382.0,4449.0,5342.0,0.0,5157.0,597.0,2210.0,13447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1825.0,7108.0,9961723.0,58801792.0,1158831.0,596130.0,5206997.0,14424323.0,0.0,0.0,18.0,6.0,57.0,3.0,0.0,1680.0,23.0,10.0,448.0,1569.0,50.0,391.0,45.0,358.0,0.0,0.0,2.0,46.0,0.0,0.0,0.0,4.0,2481.0,771.0,31174.0,104550.0,0.0,5357.0,20944.0,6030.0,29134.0,49.0,0.0,31.0,12.0,111.0,176.0,64.0,350.0,6.0
68,21956.0,88598.0,1277101.0,70910058.0,622401.0,722970.0,25324506.0,428665696.0,40.0,0.0,0.0,0.0,0.0,68.0,32.0,3042.0,30.0,48.0,185.0,499.0,77.0,162.0,94.0,627.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,6.0,1852.0,3773.0,7575.0,20495.0,0.0,3826.0,5679.0,3190.0,23143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,555564.0,40350182.0,2537839.0,310191738.0,1467936.0,3244280.0,5540145.0,47955509.0,0.0,0.0,4.0,4.0,164.0,64.0,6.0,663.0,80.0,34.0,175.0,513.0,189.0,225.0,55.0,326.0,4.0,1.0,10.0,0.0,5.0,0.0,0.0,22.0,3457.0,952.0,5763.0,13824.0,0.0,6316.0,5131.0,1806.0,12143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,0.0
70,18319.0,0.0,19681456.0,27202036.0,29451.0,2955700.0,4970968.0,46681796.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,248.0,13.0,29.0,838.0,1446.0,81.0,590.0,131.0,398.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0,1348.0,1054.0,40738.0,44077.0,0.0,3690.0,19461.0,9437.0,27206.0,26.0,0.0,11.0,187.0,1.0,471.0,67.0,248.0,2.0
71,3907.0,140734.0,4517649.0,2568111.0,15378909.0,16462.0,7819682.0,28636186.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,1411.0,32.0,28.0,350.0,595.0,60.0,117.0,73.0,295.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,2.0,2431.0,1595.0,19240.0,33104.0,0.0,2258.0,6956.0,11539.0,24644.0,16.0,0.0,0.0,3.0,0.0,67.0,47.0,176.0,0.0
72,103788.0,2033789.0,34835753.0,39159881.0,752237.0,429991.0,15098014.0,24150270.0,1.0,0.0,20.0,215.0,27.0,2124.0,0.0,1387.0,58.0,75.0,318.0,994.0,72.0,129.0,71.0,197.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,2557.0,3591.0,12457.0,44007.0,0.0,6576.0,5324.0,4821.0,15022.0,0.0,114.0,18.0,34.0,147.0,0.0,865.0,491.0,0.0
73,0.0,11958939.0,7843603.0,56704726.0,403149.0,2222117.0,0.0,46936066.0,0.0,17.0,27.0,164.0,7.0,1275.0,0.0,1374.0,0.0,125.0,154.0,645.0,75.0,158.0,0.0,113.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5318.0,5924.0,34169.0,0.0,3221.0,4992.0,0.0,7055.0,0.0,503.0,0.0,1.0,0.0,0.0,0.0,1299.0,0.0
74,58507.0,6131104.0,3520569.0,5063416.0,251920.0,1921493.0,6193726.0,11795554.0,2.0,0.0,4.0,2.0,34.0,36.0,0.0,2497.0,23.0,306.0,1204.0,2032.0,99.0,668.0,358.0,572.0,0.0,0.0,148.0,8.0,2.0,48.0,8.0,32.0,2366.0,17700.0,49290.0,60932.0,0.0,5975.0,31070.0,29629.0,40170.0,0.0,12.0,3.0,46.0,0.0,957.0,464.0,256.0,4.0
75,220706.0,2784.0,4452334.0,9062245.0,415169.0,403071.0,2936633.0,19793819.0,50.0,0.0,49.0,0.0,12.0,0.0,0.0,1052.0,48.0,36.0,147.0,598.0,213.0,242.0,81.0,212.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,4.0,2936.0,1978.0,13148.0,35271.0,0.0,12819.0,8216.0,8400.0,16278.0,8.0,0.0,0.0,0.0,1.0,19.0,53.0,260.0,0.0
76,4217873.0,20556.0,11949849.0,25557797.0,3576512.0,177525.0,2442047.0,28015167.0,0.0,14.0,14.0,10.0,758.0,12.0,0.0,3323.0,55.0,175.0,728.0,2179.0,519.0,913.0,143.0,452.0,0.0,1.0,2.0,28.0,6.0,0.0,0.0,1.0,2396.0,8371.0,38081.0,91558.0,0.0,28087.0,19678.0,16037.0,35840.0,0.0,11.0,15.0,21.0,264.0,74.0,65.0,579.0,0.0
77,0.0,387029.0,212297040.0,51048895.0,17689079.0,1226653.0,0.0,75396732.0,0.0,1.0,4.0,54.0,16.0,784.0,0.0,638.0,0.0,23.0,716.0,502.0,124.0,190.0,0.0,287.0,0.0,38.0,6.0,2.0,0.0,4.0,0.0,4.0,0.0,2566.0,15058.0,20722.0,0.0,4718.0,5813.0,0.0,11274.0,0.0,155.0,2.0,22.0,0.0,0.0,0.0,826.0,0.0
78,2805.0,1297.0,1467436.0,9249317.0,144063.0,4331567.0,15833025.0,162413198.0,0.0,0.0,137.0,14.0,179.0,14.0,0.0,1578.0,32.0,52.0,286.0,1284.0,128.0,330.0,97.0,187.0,0.0,0.0,84.0,4.0,6.0,2.0,0.0,0.0,1908.0,2626.0,18256.0,80635.0,0.0,4821.0,11801.0,13248.0,19735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,34967.0,2515.0,1790440.0,65802023.0,81772.0,457070.0,3178290.0,148370977.0,0.0,0.0,24.0,0.0,54.0,0.0,0.0,1582.0,41.0,21.0,249.0,490.0,129.0,163.0,97.0,188.0,0.0,2.0,24.0,48.0,0.0,0.0,0.0,0.0,1148.0,620.0,9584.0,17843.0,0.0,4057.0,3934.0,5475.0,10094.0,0.0,0.0,0.0,21.0,0.0,108.0,198.0,171.0,0.0
80,10604.0,1098.0,4076355.0,13807947.0,3497408.0,197282.0,15176605.0,5028421.0,0.0,0.0,1.0,41.0,152.0,0.0,2.0,1624.0,30.0,75.0,166.0,799.0,409.0,361.0,70.0,222.0,0.0,0.0,0.0,10.0,2.0,2.0,2.0,0.0,1336.0,1121.0,4156.0,26088.0,0.0,8070.0,5930.0,4588.0,10193.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,749.0,0.0
81,58311.0,3361.0,12968500.0,8334788.0,84083.0,157629.0,20745659.0,47463576.0,0.0,0.0,73.0,39.0,137.0,0.0,0.0,2683.0,34.0,37.0,1292.0,477.0,86.0,408.0,108.0,294.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,15260.0,10451.0,147142.0,137675.0,0.0,15691.0,40260.0,33251.0,61484.0,1.0,0.0,0.0,22.0,0.0,34.0,56.0,321.0,0.0
82,666.0,2770.0,3034268.0,7274421.0,552709.0,147257.0,475226.0,16892644.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1108.0,16.0,58.0,736.0,720.0,321.0,225.0,42.0,550.0,0.0,38.0,12.0,4.0,12.0,0.0,0.0,26.0,3115.0,3358.0,50988.0,59174.0,0.0,26227.0,11046.0,4796.0,50737.0,60.0,0.0,21.0,10.0,9.0,204.0,60.0,824.0,0.0
83,11869.0,70567.0,394329.0,83815618.0,61739.0,123050.0,15344568.0,48327035.0,0.0,0.0,0.0,3.0,9.0,0.0,8.0,2133.0,28.0,40.0,233.0,756.0,187.0,256.0,89.0,241.0,0.0,26.0,18.0,10.0,30.0,2.0,0.0,2.0,674.0,1399.0,6649.0,28244.0,0.0,3758.0,3921.0,9394.0,10195.0,0.0,0.0,0.0,5.0,11.0,0.0,117.0,540.0,0.0
84,14903.0,1587.0,435016.0,63141625.0,207036.0,1339176.0,9474607.0,24295698.0,0.0,0.0,92.0,9.0,174.0,0.0,96.0,1461.0,65.0,19.0,182.0,1096.0,224.0,367.0,219.0,274.0,16.0,0.0,0.0,6.0,20.0,0.0,2.0,0.0,4691.0,1734.0,17725.0,88981.0,0.0,13357.0,13389.0,29122.0,23644.0,6.0,0.0,11.0,28.0,10.0,134.0,43.0,58.0,0.0
85,0.0,17.0,2451804.0,102672254.0,109606.0,328949.0,2170139.0,34966368.0,0.0,0.0,39.0,0.0,65.0,0.0,109.0,1975.0,2.0,15.0,247.0,609.0,278.0,483.0,61.0,281.0,0.0,0.0,43.0,40.0,2.0,11.0,0.0,0.0,88.0,498.0,10336.0,22408.0,0.0,7724.0,9285.0,3460.0,11698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,2623.0,63585660.0,118568477.0,114666.0,1998472.0,0.0,119433996.0,0.0,0.0,14.0,0.0,24.0,0.0,0.0,3720.0,0.0,18.0,1183.0,701.0,58.0,585.0,0.0,235.0,0.0,4.0,14.0,4.0,0.0,0.0,0.0,2.0,0.0,528.0,15088.0,33154.0,0.0,1949.0,6810.0,0.0,6220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,5224.0,72435.0,2452178.0,34762003.0,2193447.0,2025182.0,4627082.0,56492119.0,0.0,0.0,28.0,118.0,185.0,84.0,0.0,2000.0,34.0,61.0,199.0,1561.0,138.0,370.0,128.0,285.0,0.0,0.0,0.0,28.0,4.0,0.0,0.0,0.0,998.0,2023.0,7225.0,58634.0,0.0,4967.0,8438.0,6484.0,8998.0,0.0,0.0,0.0,0.0,794.0,0.0,0.0,0.0,0.0
88,14845.0,1219994.0,91415893.0,7642564.0,179130.0,1501795.0,1881202.0,141067699.0,0.0,0.0,166.0,263.0,0.0,0.0,0.0,3464.0,28.0,236.0,412.0,884.0,29.0,403.0,163.0,311.0,0.0,2.0,31.0,22.0,0.0,7.0,0.0,0.0,2430.0,14068.0,33579.0,65101.0,0.0,2627.0,12082.0,25006.0,40405.0,0.0,0.0,0.0,33.0,0.0,0.0,102.0,358.0,0.0
89,30.0,42567.0,90383407.0,624672744.0,14616394.0,13503003.0,0.0,174394252.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,6.0,9.0,2283.0,1186.0,388.0,1607.0,0.0,126.0,0.0,0.0,156.0,8.0,54.0,4.0,0.0,0.0,139.0,246.0,30256.0,25407.0,0.0,10980.0,16398.0,0.0,3199.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
90,0.0,1585218.0,3578255.0,645162.0,1010441.0,5234.0,146982961.0,42351280.0,0.0,0.0,26.0,30.0,166.0,0.0,43.0,1466.0,0.0,62.0,285.0,230.0,355.0,108.0,220.0,230.0,0.0,4.0,12.0,34.0,8.0,0.0,0.0,2.0,0.0,3785.0,18536.0,17822.0,0.0,19506.0,4858.0,19142.0,22029.0,0.0,0.0,0.0,60.0,71.0,10.0,181.0,731.0,6.0
91,0.0,2027615.0,237777.0,44524227.0,469371.0,295156.0,7727305.0,300562645.0,0.0,0.0,52.0,79.0,15.0,26.0,0.0,1920.0,0.0,128.0,59.0,379.0,172.0,242.0,44.0,312.0,0.0,1.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,5654.0,4388.0,31862.0,0.0,10792.0,9787.0,5338.0,26688.0,0.0,0.0,0.0,16.0,74.0,67.0,66.0,1096.0,0.0
92,0.0,1746.0,47764362.0,404551506.0,63955.0,2159071.0,24244110.0,30715437.0,0.0,0.0,8.0,0.0,40.0,232.0,29.0,1874.0,2.0,12.0,413.0,237.0,91.0,130.0,95.0,392.0,0.0,0.0,34.0,4.0,0.0,0.0,0.0,28.0,50.0,505.0,11262.0,8521.0,0.0,1866.0,2286.0,4353.0,15726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,107817057.0,403634.0,818731.0,12141246.0,13691.0,620423.0,1370158.0,12461000.0,4.0,32.0,34.0,25.0,0.0,8.0,0.0,717.0,17.0,68.0,163.0,723.0,82.0,261.0,57.0,155.0,0.0,3.0,32.0,24.0,1.0,2.0,0.0,0.0,2892.0,3320.0,10236.0,45419.0,0.0,3895.0,9303.0,11739.0,12166.0,14.0,0.0,2.0,0.0,0.0,58.0,55.0,67.0,0.0
94,25343.0,328.0,34344242.0,60916629.0,4462653.0,283996.0,9829543.0,67054982.0,0.0,3.0,34.0,6.0,96.0,0.0,0.0,798.0,32.0,64.0,118.0,532.0,219.0,378.0,13.0,250.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,12.0,1671.0,1897.0,7175.0,28793.0,0.0,8298.0,9854.0,1756.0,19582.0,20.0,0.0,7.0,13.0,0.0,170.0,541.0,764.0,0.0
95,5214.0,232.0,17700111.0,13409180.0,8585.0,714773.0,1432526.0,16254685.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1385.0,30.0,31.0,642.0,1229.0,40.0,398.0,107.0,317.0,0.0,0.0,86.0,8.0,0.0,2.0,0.0,0.0,1470.0,1562.0,43118.0,47921.0,0.0,4718.0,15073.0,8859.0,24820.0,0.0,0.0,13.0,48.0,4.0,167.0,67.0,646.0,0.0
96,57489.0,5083.0,4024270.0,29116454.0,41401.0,957374.0,4436886.0,42213827.0,0.0,0.0,19.0,28.0,0.0,0.0,0.0,2271.0,42.0,46.0,230.0,706.0,72.0,280.0,120.0,262.0,0.0,0.0,42.0,60.0,6.0,10.0,0.0,14.0,4373.0,2888.0,24317.0,68622.0,0.0,8744.0,13064.0,14387.0,32946.0,3.0,0.0,6.0,9.0,0.0,22.0,112.0,94.0,0.0
97,51453.0,1301.0,1397715.0,127516519.0,14771196.0,3106062.0,7699541.0,31316495.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,2033.0,93.0,117.0,637.0,351.0,196.0,140.0,224.0,357.0,0.0,1.0,35.0,42.0,3.0,1.0,2.0,0.0,23866.0,16332.0,95278.0,88824.0,0.0,45579.0,20718.0,64728.0,98445.0,9.0,8.0,44.0,63.0,91.0,438.0,258.0,1320.0,0.0
98,0.0,0.0,62662947.0,60616295.0,30900.0,1328437.0,1773585.0,106461143.0,0.0,0.0,20.0,0.0,22.0,0.0,0.0,1744.0,0.0,5.0,949.0,594.0,63.0,368.0,50.0,170.0,0.0,0.0,93.0,0.0,2.0,7.0,0.0,0.0,0.0,145.0,40817.0,33955.0,425.0,3197.0,9997.0,3443.0,17761.0,0.0,0.0,8.0,9.0,0.0,49.0,3.0,240.0,0.0
99,18371.0,1469.0,3359778.0,56427862.0,1235882.0,706183.0,1661619.0,28372152.0,0.0,1.0,15.0,0.0,104.0,0.0,0.0,1161.0,67.0,72.0,152.0,1251.0,387.0,212.0,118.0,403.0,8.0,0.0,4.0,9.0,24.0,1.0,4.0,0.0,4582.0,3358.0,9501.0,62024.0,0.0,23321.0,8665.0,7554.0,31315.0,0.0,0.0,7.0,57.0,11.0,85.0,103.0,969.0,0.0
