session,student_id,activity,idle_time,mouse_wheel,mouse_wheel_click,mouse_click_left,mouse_click_right,mouse_movement,keystroke
1,108, Properties,687,0,0,30,0,582,0
1,108, Study,3706610,28,0,253,6,14046,4
1,108, TextEditor,5503838,458,0,335,36,17738,106
1,109, Aulaweb,603440,187,0,314,4,27543,0
1,109, Blank,125099,17,0,375,0,23069,10
1,109, Deeds,50439575,14,0,2318,18,155470,225
1,109, Diagram,3130175,2,0,390,0,30134,2
1,109, Other,1162373,67,0,501,30,35458,678
1,109, Properties,2846,0,0,24,0,1175,0
1,109, Study,1026186,582,0,337,14,28091,3
1,109, TextEditor,1650324,568,0,737,48,59523,619
1,110, Aulaweb,329673,0,0,11,0,514,1
1,110, Blank,176574,0,0,99,2,4134,10
1,110, Deeds,65906594,10,0,1504,154,64953,106
1,110, Diagram,23417706,26,0,549,2,20682,8
1,110, Other,5393834,3,0,198,1,11764,181
1,110, Properties,45682260,0,0,56,0,2249,48
1,110, Study,7730593,72,0,174,0,12266,0
1,110, TextEditor,504722,488,0,479,0,15761,519
1,111, Aulaweb,73385,0,0,77,10,3391,0
1,111, Blank,178633,0,0,190,2,5054,0
1,111, Deeds,40422277,0,0,1860,252,70164,140
1,111, Diagram,8419841,0,0,656,0,16968,0
1,111, Other,3261140,0,0,200,4,7546,0
1,111, Properties,13826,0,0,45,0,1426,46
1,111, Study,984971,0,0,193,2,15186,32
1,111, TextEditor,20913662,0,0,377,2,20199,878
1,112, Aulaweb,135326,0,0,49,0,3446,0
1,112, Blank,252611,0,0,102,2,5461,22
1,112, Deeds,39463142,15,2,959,104,64144,25
1,112, Diagram,53249828,12,0,507,26,39765,26
1,112, Other,12262344,0,0,139,0,9193,104
1,112, Properties,11720,0,0,37,0,1877,0
1,112, Study,5817919,39,0,134,2,23947,0
1,112, TextEditor,12402309,264,0,430,0,26484,715
1,113, Aulaweb,110793,0,0,62,0,3114,0
1,113, Blank,170741,0,0,96,0,2989,0
1,113, Deeds,82499435,0,0,1429,215,62300,96
1,113, Diagram,25688669,0,0,563,4,21585,30
1,113, Other,3138551,0,0,576,15,20300,199
1,113, Properties,25691,0,0,50,0,1831,0
1,113, Study,7054397,0,0,127,0,8450,0
1,113, TextEditor,9140814,0,0,500,18,17008,1137
1,114, Aulaweb,4789074,0,0,128,2,3755,40
1,114, Blank,177144,0,0,150,0,3643,0
1,114, Deeds,62131604,0,0,1117,10,33110,178
1,114, Diagram,12686580,0,0,733,2,14726,4
1,114, Other,4845394,0,0,502,6,14255,1386
1,114, Properties,12826,0,0,34,0,694,0
1,114, Study,433215,0,0,120,0,4443,12
1,114, TextEditor,2436996,0,0,295,0,8302,430
1,115, Aulaweb,511423,619,0,48,2,3585,0
1,115, Blank,308580,0,0,188,11,7697,0
1,115, Deeds,80309074,50,0,1279,188,82651,0
1,115, Diagram,9108580,0,0,324,4,21949,0
1,115, Other,4923869,80,0,387,50,16170,248
1,115, Properties,6678,0,0,24,0,1491,0
1,115, Study,1469042,317,0,162,2,12953,0
1,115, TextEditor,11796764,2475,0,190,3,9828,576
2,1, Aulaweb,1108,0,0,26,0,898,0
2,1, Blank,15296,5,0,114,10,5926,0
2,1, Deeds,33635659,54,0,2051,298,125780,165
2,1, Diagram,8685148,0,0,387,2,33547,0
2,1, Other,39820,55,0,227,0,13172,54
2,1, Properties,3493,0,0,34,0,2494,0
2,1, Study,100878318,176,0,200,0,25616,0
2,1, TextEditor,118425808,1191,0,1226,4,97360,3077
2,2, Aulaweb,13063,0,0,32,0,502,0
2,2, Blank,27628,0,0,74,0,1364,0
2,2, Deeds,152742872,0,0,1231,40,27226,228
2,2, Diagram,898633,0,0,117,0,2689,0
2,2, Other,419913,0,0,168,0,3320,0
2,2, Properties,294227,0,0,19,0,334,0
2,2, Study,14462337,0,0,155,0,3626,0
2,2, TextEditor,347521629,0,0,2142,58,34849,4923
2,3, Aulaweb,6891,0,0,52,0,1143,0
2,3, Blank,1894304,0,0,170,0,4039,0
2,3, Deeds,64732143,0,0,1333,162,33474,194
2,3, Diagram,779097,0,0,145,0,5091,0
2,3, Other,3677630,0,0,143,4,4645,0
2,3, Properties,93,0,0,8,0,260,0
2,3, Study,118419039,0,0,253,0,6704,0
2,3, TextEditor,424103241,0,0,777,0,37932,4136
2,4, Aulaweb,37073,12,0,73,0,1401,29
2,4, Blank,538424,5,0,194,19,4324,0
2,4, Deeds,126805821,95,2,2038,200,55762,268
2,4, Diagram,255194,0,0,110,0,4212,26
2,4, Other,3453213,51,0,535,19,12766,431
2,4, Properties,1170,0,0,17,0,302,0
2,4, Study,1972457,157,0,132,2,4016,8
2,4, TextEditor,196191366,2022,0,1366,0,34394,5010
2,5, Aulaweb,8813,2,0,54,0,5040,0
2,5, Blank,11555,0,0,142,62,9853,9
2,5, Deeds,79309264,106,0,2723,34,177454,1272
2,5, Diagram,347358,0,0,245,0,16197,0
2,5, Other,49656,4,0,198,5,11640,31
2,5, Properties,9502,0,0,53,0,3266,0
2,5, Study,48292987,150,0,191,2,28114,0
2,5, TextEditor,275261872,1280,0,1037,29,87666,4178
2,6, Aulaweb,10075,4,0,54,0,3869,0
2,6, Blank,37105,3,0,297,20,12030,65
2,6, Deeds,64488350,24,0,1670,318,93468,76
2,6, Diagram,5762,0,0,141,0,6069,0
2,6, Other,6337175,0,0,279,4,13491,54
2,6, Properties,220,0,0,11,0,617,0
2,6, Study,169526605,94,0,149,4,17137,0
2,6, TextEditor,160090223,1823,0,1937,12,106584,3981
2,7, Aulaweb,589,51,0,71,0,5429,9
2,7, Blank,28551,2,0,159,5,8051,0
2,7, Deeds,5792801,52,0,1130,162,73677,237
2,7, Diagram,1603,0,0,104,0,6206,0
2,7, Other,24100,279,0,178,11,16218,235
2,7, Properties,46,0,0,35,0,1624,0
2,7, Study,1333600,898,0,245,4,30822,39
2,7, TextEditor,10197842,1144,0,1148,2,89285,3588
2,8, Aulaweb,19439,10,0,40,0,3042,0
2,8, Blank,34343,3,0,54,41,6420,0
2,8, Deeds,148347951,50,0,1287,256,78251,122
2,8, Diagram,459862,0,0,179,6,11645,0
2,8, Other,25798,0,0,36,0,2849,0
2,8, Properties,34936,0,0,28,0,1177,0
2,8, Study,63960201,189,0,111,0,14601,0
2,8, TextEditor,441752385,702,0,1181,23,73590,3666
2,10, Aulaweb,73847,25,0,70,0,5594,0
2,10, Blank,689317,2,0,130,48,7455,6
2,10, Deeds,35947205,44,0,2128,314,105722,26
2,10, Diagram,16891,0,0,125,0,7208,0
2,10, Other,312155,2,0,232,4,11491,54
2,10, Properties,16536,0,0,57,2,2915,40
2,10, Study,42519694,94,0,188,0,17709,0
2,10, TextEditor,185364419,1142,0,1262,4,87638,4233
2,11, Aulaweb,24981,15,0,54,0,5415,45
2,11, Blank,4773105,12,0,141,59,11688,9
2,11, Deeds,25039031,0,0,1322,256,96687,0
2,11, Diagram,1084269,0,0,146,4,13000,0
2,11, Other,40009,4,0,142,13,13094,46
2,11, Properties,535,0,0,23,0,1373,0
2,11, Study,88220227,152,0,215,2,53208,0
2,11, TextEditor,319109276,986,0,1227,12,132524,3489
2,12, Aulaweb,1485923,0,0,61,0,1936,0
2,12, Blank,99615,0,0,132,19,2614,2
2,12, Deeds,113505724,0,0,775,140,20855,20
2,12, Diagram,934589,0,0,257,0,8046,0
2,12, Other,3950591,0,0,505,12,10017,363
2,12, Properties,27400,0,0,29,0,596,0
2,12, Study,425810945,0,0,155,0,5427,0
2,12, TextEditor,379325265,0,0,588,1,15636,2256
2,14, Aulaweb,18301,0,0,38,0,2262,0
2,14, Blank,128007,0,0,111,5,4699,1
2,14, Deeds,117301452,2,0,1286,0,66449,309
2,14, Diagram,701249,0,0,105,0,8872,0
2,14, Other,3597242,14,0,255,8,14460,82
2,14, Properties,1059,0,0,21,0,929,0
2,14, Study,90898461,103,0,105,0,14050,0
2,14, TextEditor,218411370,1336,0,769,3,65331,3008
2,15, Aulaweb,9852,0,0,23,0,1013,0
2,15, Blank,14374,0,0,138,0,4329,8
2,15, Deeds,195086461,0,0,1119,140,47053,214
2,15, Diagram,48977,0,0,87,0,3572,0
2,15, Other,43031892,0,0,92,10,6261,12
2,15, Properties,16448,0,0,37,0,1313,0
2,15, Study,20547284,0,0,157,0,7335,0
2,15, TextEditor,213545522,0,0,927,4,31178,2614
2,16, Aulaweb,17141,0,0,13,0,293,0
2,16, Blank,160003,0,0,31,0,512,12
2,16, Deeds,59436324,0,0,61,2,2690,627
2,16, Diagram,1051035,0,0,39,0,1449,4
2,16, Other,2582099,0,0,59,0,2046,286
2,16, Properties,2034,0,0,0,0,0,0
2,16, Study,102530062,0,0,33,0,1906,37
2,16, TextEditor,248922806,0,0,350,4,15144,3132
2,17, Aulaweb,79849,0,0,0,0,0,0
2,17, Blank,6872187,0,0,0,0,0,0
2,17, Deeds,55940352,0,0,0,0,0,54
2,17, Diagram,161817,0,0,0,0,0,0
2,17, Other,87855,0,0,11,0,795,0
2,17, Properties,624,0,0,0,0,0,0
2,17, Study,350397060,0,0,0,0,0,14
2,17, TextEditor,528593702,0,0,5,0,315,5645
2,18, Aulaweb,664,0,0,43,0,1906,0
2,18, Blank,1082,0,0,109,2,3486,0
2,18, Deeds,66298830,0,0,1121,232,45698,126
2,18, Diagram,2060,0,0,96,0,3731,0
2,18, Other,70657,0,0,212,22,7541,51
2,18, Properties,146,0,0,13,0,509,0
2,18, Study,134948770,0,0,131,0,6695,8
2,18, TextEditor,164751268,19,0,1015,22,36550,2407
2,19, Blank,4948,0,0,29,0,7251,0
2,19, Deeds,21810600,5,0,1185,190,245865,64
2,19, Diagram,1804202,0,0,560,0,58313,0
2,19, Other,5914166,3,0,654,12,129056,46
2,19, Properties,11696,0,0,53,0,8896,0
2,19, TextEditor,496419583,71,0,2501,48,505761,5254
2,20, Aulaweb,78511,23,0,74,10,2834,0
2,20, Blank,28217,0,0,130,44,4319,0
2,20, Deeds,53916222,23,0,1206,14,46863,457
2,20, Diagram,146288,0,0,116,0,5475,0
2,20, Other,189295,0,0,337,28,9809,112
2,20, Properties,423,0,0,29,0,858,0
2,20, Study,45462813,458,0,381,12,27222,106
2,20, TextEditor,161510877,401,0,605,4,46256,2378
2,21, Aulaweb,2703,14,0,45,0,2881,0
2,21, Blank,283780,0,0,81,0,3454,0
2,21, Deeds,73084204,137,0,2262,0,119217,318
2,21, Diagram,193312,0,0,150,0,7409,0
2,21, Other,29679,34,0,164,4,11126,64
2,21, Properties,2002,0,0,79,0,3330,0
2,21, Study,111986217,437,0,220,0,23611,2
2,21, TextEditor,237085908,1367,0,1621,14,134262,3359
2,22, Aulaweb,55882,0,0,15,0,330,0
2,22, Blank,5005,0,0,141,1,2718,0
2,22, Deeds,95291689,0,0,1950,346,41086,68
2,22, Diagram,652831,0,0,147,2,3592,1
2,22, Other,807407,0,0,207,31,5014,48
2,22, Properties,45,0,0,27,0,585,0
2,22, Study,120181158,0,0,83,0,2706,14
2,22, TextEditor,320784479,450,0,830,4,23219,4446
2,24, Aulaweb,5328484,0,0,101,2,6782,274
2,24, Blank,219337,0,0,153,6,6940,16
2,24, Deeds,156724754,9,0,1232,144,62352,77
2,24, Diagram,3457929,0,0,169,0,8765,20
2,24, Other,10397283,0,0,157,20,9585,55
2,24, Properties,3188,0,0,14,0,643,0
2,24, Study,22475461,0,0,146,0,10127,252
2,24, TextEditor,308826328,0,0,459,2,22714,7005
2,27, Blank,8126,21,0,58,0,2106,0
2,27, Deeds,377905724,333,0,1900,0,85905,1201
2,27, Diagram,342084,0,0,126,0,6833,9
2,27, Other,569075,106,0,120,0,4232,8
2,27, Properties,1329,0,0,56,0,1702,8
2,27, Study,13973648,1460,0,122,0,8343,0
2,27, TextEditor,234406114,4000,0,836,0,42685,2453
2,28, Aulaweb,5447760,0,0,35,0,1173,0
2,28, Blank,2075,0,0,76,2,1564,0
2,28, Deeds,103145807,0,0,1742,270,42346,84
2,28, Diagram,1227339,0,0,110,2,3225,0
2,28, Other,350470,0,0,133,4,3072,58
2,28, Properties,16,0,0,11,0,260,0
2,28, Study,12203026,0,0,132,0,4564,18
2,28, TextEditor,441992255,0,0,923,2,35924,4114
2,29, Blank,3861,0,0,51,2,2327,0
2,29, Deeds,108242700,68,0,2060,274,121555,44
2,29, Diagram,967362,0,0,339,18,18031,0
2,29, Other,1960837,19,0,740,64,33080,324
2,29, Properties,47,0,0,38,0,1714,0
2,29, Study,5211157,392,0,273,0,29034,0
2,29, TextEditor,153018386,1945,0,1185,52,105522,1978
2,30, Aulaweb,105707925,0,0,128,2,8533,10
2,30, Blank,6115,0,0,41,0,786,0
2,30, Deeds,63216796,0,0,1209,12,44605,378
2,30, Diagram,82161,0,0,92,0,3389,0
2,30, Other,1297802,0,0,315,30,13466,48
2,30, Properties,376,0,0,18,0,458,0
2,30, TextEditor,540241813,0,0,841,40,42528,3411
2,32, Aulaweb,11896,0,0,76,0,4182,0
2,32, Blank,11248,0,0,149,0,5245,2
2,32, Deeds,67191749,28,0,2051,364,75100,260
2,32, Diagram,394734,0,0,131,0,7358,0
2,32, Other,904110,0,0,209,32,8383,18
2,32, Properties,639,0,0,75,0,2169,0
2,32, Study,28112598,199,0,254,0,10715,18
2,32, TextEditor,282542711,0,0,1261,0,70514,6863
2,34, Aulaweb,26167,22,0,59,0,5263,0
2,34, Blank,17406522,0,0,61,18,3661,0
2,34, Deeds,191155872,12,0,1750,384,81280,233
2,34, Diagram,10603,0,0,85,0,3843,0
2,34, Other,202385,0,0,134,24,7286,48
2,34, Properties,125,0,0,33,0,1826,0
2,34, Study,42700322,62,0,140,0,10518,0
2,34, TextEditor,403006842,501,0,562,4,36933,2121
2,36, Aulaweb,22269,11,28,32,0,3501,0
2,36, Blank,2423,0,0,49,2,2383,0
2,36, Deeds,71602724,48,0,1316,246,64302,201
2,36, Diagram,622693,9,0,90,0,6057,14
2,36, Other,16629,1,0,122,2,5275,2
2,36, Properties,95,0,0,23,0,1065,2
2,36, Study,76946419,79,4,163,0,19521,0
2,36, TextEditor,615504251,762,0,834,0,54713,2803
2,38, Aulaweb,2286504,7,0,22,0,2272,2
2,38, Blank,1381671,0,0,9,5,861,0
2,38, Deeds,100201905,47,0,1142,142,49909,143
2,38, Diagram,3029405,0,0,90,0,7453,4
2,38, Other,5394154,19,0,101,1,8401,0
2,38, Properties,1484,0,0,25,0,1057,0
2,38, Study,19363909,57,0,50,0,6603,0
2,38, TextEditor,1121566618,1239,0,507,2,53780,3820
2,39, Aulaweb,2276,2,2,48,0,1334,0
2,39, Blank,33610,15,0,115,4,5391,10
2,39, Deeds,201160373,75,0,1325,190,57849,148
2,39, Diagram,387130,6,0,199,8,7203,8
2,39, Other,8433204,51,0,230,10,12890,110
2,39, Properties,404,0,0,30,0,882,8
2,39, Study,248491603,179,18,105,0,11079,0
2,39, TextEditor,291405734,600,4,904,8,44716,5018
2,41, Aulaweb,34592,14,2,34,0,2594,0
2,41, Blank,1059,12,0,128,0,4879,7
2,41, Deeds,89697396,194,0,2347,350,153830,242
2,41, Diagram,2875697,11,0,229,0,20972,0
2,41, Other,1049063,0,0,169,0,7240,1
2,41, Properties,1794,0,0,51,0,2193,0
2,41, Study,7270173,214,0,162,0,24661,0
2,41, TextEditor,141757908,1576,0,1544,48,120283,4536
2,42, Aulaweb,299575,76,0,59,0,2314,0
2,42, Blank,450627,21,0,112,1,3833,2
2,42, Deeds,297642230,0,0,1805,232,51265,66
2,42, Diagram,783868,0,0,96,0,3506,0
2,42, Other,165822,0,0,103,1,2590,0
2,42, Properties,1546,0,0,45,0,1256,0
2,42, Study,186073763,891,0,194,0,11146,0
2,42, TextEditor,304366700,1194,0,614,30,23878,2144
2,43, Aulaweb,197287,25,0,78,0,7207,63
2,43, Blank,6477,0,0,40,6,3749,3
2,43, Deeds,183961484,7,0,1584,2,90120,943
2,43, Diagram,2724456,0,0,91,0,11200,38
2,43, Other,62353,4,0,184,4,13155,42
2,43, Properties,6414,0,0,44,0,1727,6
2,43, Study,601010514,188,0,151,0,23743,2
2,43, TextEditor,40177709,1012,0,438,0,27020,4275
2,44, Aulaweb,9142,49,0,70,2,12637,0
2,44, Blank,16,7,0,52,0,5758,0
2,44, Deeds,112897828,41,0,3421,2,370210,1468
2,44, Diagram,109749,12,0,164,0,23712,2
2,44, Other,17135,4,0,295,4,35705,71
2,44, Properties,78,0,0,62,0,7130,8
2,44, Study,31835857,492,0,874,4,82817,42
2,44, TextEditor,95399705,1780,0,1086,0,152476,5810
2,46, Aulaweb,64286,0,0,116,0,3081,0
2,46, Blank,16420,0,0,62,2,1369,38
2,46, Deeds,411224950,0,0,2013,16,53361,306
2,46, Diagram,4096254,0,0,101,2,2961,0
2,46, Other,258418,0,0,217,2,5374,34
2,46, Properties,1061,0,0,33,0,648,0
2,46, Study,131046645,0,0,191,0,10307,0
2,46, TextEditor,80666778,0,0,807,32,25446,2016
2,47, Aulaweb,8234,0,16,25,0,2564,0
2,47, Blank,3292,2,0,77,29,5013,4
2,47, Deeds,153323765,110,6,1674,160,86792,242
2,47, Diagram,105124,0,0,99,0,7311,0
2,47, Other,151113,101,0,491,40,22580,141
2,47, Properties,33,0,0,24,0,663,0
2,47, Study,139518019,172,4,298,2,13334,18
2,47, TextEditor,324018998,893,0,754,1,57465,3150
2,48, Aulaweb,547367,81,0,43,0,4927,0
2,48, Blank,962392,0,0,84,0,3571,0
2,48, Deeds,441908195,2,0,1109,0,63974,312
2,48, Diagram,1917675,0,0,138,0,9417,0
2,48, Other,27966073,6,0,207,4,10946,8
2,48, Properties,15,0,0,17,0,734,0
2,48, Study,127646245,165,2,142,0,15573,0
2,48, TextEditor,54000105,700,0,521,0,39318,2632
2,49, Aulaweb,113628,142,0,46,0,2652,0
2,49, Blank,122598,41,0,140,3,5659,0
2,49, Deeds,50595856,5,0,1728,288,92226,54
2,49, Diagram,4305737,0,0,295,4,18287,0
2,49, Other,4456521,1094,0,389,17,19987,322
2,49, Properties,235,0,0,58,0,2476,0
2,49, Study,52052810,2909,0,156,6,11694,199
2,49, TextEditor,165738637,723,0,501,2,39015,4678
2,50, Aulaweb,2553230,0,0,59,4,2552,10
2,50, Blank,212866,0,0,18,0,549,0
2,50, Deeds,340556114,0,0,1412,244,38194,82
2,50, Diagram,615906,0,0,114,0,3289,0
2,50, Other,5260217,0,0,298,24,9718,267
2,50, Properties,6848,0,0,51,0,1315,12
2,50, Study,5538131,0,0,129,0,4301,87
2,50, TextEditor,20765507,0,0,628,16,16065,2666
2,51, Aulaweb,188215,0,0,172,4,4676,0
2,51, Blank,6410,0,0,159,0,3765,0
2,51, Deeds,53210960,0,0,2634,346,72903,729
2,51, Diagram,336742,0,0,87,0,3712,0
2,51, Other,283236,0,0,538,24,14210,159
2,51, Properties,14185,0,0,37,0,922,0
2,51, Study,44446339,0,0,315,6,15313,2
2,51, TextEditor,41789237,0,0,748,4,24210,3086
2,52, Aulaweb,27488,0,0,28,0,694,0
2,52, Blank,63353,0,0,180,0,4408,4
2,52, Deeds,143550978,0,0,1431,260,30867,102
2,52, Diagram,1333852,0,0,112,0,3008,4
2,52, Other,456869,0,0,195,0,3523,88
2,52, Properties,968,0,0,36,0,651,0
2,52, Study,13482828,0,0,164,0,4155,0
2,52, TextEditor,217373920,0,0,1242,48,30294,5378
2,53, Aulaweb,64,0,0,7,0,254,0
2,53, Blank,616769,13,0,184,26,18211,6
2,53, Deeds,66589002,53,0,2306,446,147475,274
2,53, Diagram,225017,0,0,80,0,9227,0
2,53, Other,102148,17,0,64,0,6905,0
2,53, Properties,298,0,0,52,0,2957,0
2,53, Study,54305896,344,0,157,4,34682,0
2,53, TextEditor,302775529,2132,0,786,2,80200,2695
2,54, Aulaweb,599482,0,0,73,0,5308,24
2,54, Blank,14189,3,0,45,27,4399,0
2,54, Deeds,227387293,45,0,1010,200,70259,15
2,54, Diagram,133697,0,0,110,0,7404,0
2,54, Other,56031,0,0,68,0,4304,34
2,54, Properties,530,0,0,18,0,784,0
2,54, Study,167303835,246,0,171,0,19386,70
2,54, TextEditor,395427754,1319,0,747,13,55488,1890
2,56, Aulaweb,293474,0,0,56,0,2630,0
2,56, Blank,1036608,0,0,327,0,11466,0
2,56, Deeds,150979905,0,0,2634,314,90750,118
2,56, Diagram,46501,0,0,128,0,5122,0
2,56, Other,1173079,0,0,195,12,9386,2
2,56, Properties,127,0,0,51,0,1635,0
2,56, Study,91681969,0,0,248,0,13706,2307
2,56, TextEditor,14595126,0,0,355,2,17978,1049
2,59, Aulaweb,5009,0,0,43,0,2094,0
2,59, Blank,14542,0,0,154,4,4432,0
2,59, Deeds,139407880,10,0,1300,186,59933,134
2,59, Diagram,53105,0,0,107,0,3396,0
2,59, Other,153480,6,0,97,0,3880,0
2,59, Properties,1182,0,0,20,0,483,0
2,59, Study,1090028698,254,0,139,0,20431,0
2,59, TextEditor,140346474,875,2,986,0,41760,3250
2,61, Aulaweb,2906465,30,0,45,0,2936,18
2,61, Blank,1576788,1,0,407,0,11626,1
2,61, Deeds,43450167,116,0,1062,122,64438,310
2,61, Diagram,192183,0,0,79,0,3482,2
2,61, Other,215744,0,0,180,6,7126,106
2,61, Properties,62,0,0,24,0,754,0
2,61, Study,98246768,386,0,319,0,27575,131
2,61, TextEditor,36594176,1884,0,640,2,38967,2165
2,63, Aulaweb,923684,0,0,50,0,2481,0
2,63, Blank,67047,0,0,161,0,4511,0
2,63, Deeds,80322383,0,0,940,112,30131,68
2,63, Diagram,879826,0,0,86,0,3066,64
2,63, Other,5335805,0,0,118,2,3797,30
2,63, Properties,2,0,0,9,0,549,0
2,63, Study,107947514,0,0,140,0,5853,2
2,63, TextEditor,602228139,0,0,792,0,33534,3040
2,66, Aulaweb,102486,107,0,96,0,8118,35
2,66, Blank,1437527,19,0,255,31,14212,11
2,66, Deeds,112635804,129,0,2435,492,125319,297
2,66, Diagram,1665522,16,0,220,16,14701,0
2,66, Other,2794182,138,0,522,14,25688,202
2,66, Properties,2935,0,0,43,0,1871,12
2,66, Study,207065977,715,0,170,4,16244,21
2,66, TextEditor,1243211995,5490,0,2052,17,135042,4861
2,67, Aulaweb,7624349,127,37,130,0,15821,3
2,67, Blank,1915519,21,0,80,0,6277,0
2,67, Deeds,83548619,314,0,2147,370,169499,268
2,67, Diagram,8134,0,0,148,0,10844,0
2,67, Other,86132265,2242,107,625,12,84124,753
2,67, Properties,62,0,0,47,0,4331,0
2,67, Study,51998910,279,8,170,0,28606,0
2,67, TextEditor,189994703,1190,6,1171,2,101501,2858
2,70, Aulaweb,2037,0,2,3,0,148,0
2,70, Blank,62325,0,0,1,0,70,3
2,70, Deeds,533053864,0,0,0,0,0,158
2,70, Diagram,2911344,0,0,0,0,0,4
2,70, Other,112838,0,0,0,0,77,94
2,70, Properties,968,0,0,0,0,0,8
2,70, Study,25664550,0,0,0,0,0,2
2,70, TextEditor,128724764,0,0,0,0,0,4446
2,71, Aulaweb,12297,12,0,55,2,3557,0
2,71, Blank,12533,0,0,67,1,2640,0
2,71, Deeds,94974991,57,0,1298,214,88954,88
2,71, Diagram,1374073,0,0,148,0,11607,0
2,71, Other,690629,102,0,284,9,18983,125
2,71, Properties,2608,0,0,45,0,2667,0
2,71, Study,161017272,109,0,188,0,30460,0
2,71, TextEditor,290418671,451,0,1587,10,111856,4431
2,72, Aulaweb,42455,116,0,104,0,9128,2
2,72, Blank,443851,0,0,170,3,10028,0
2,72, Deeds,49483277,95,0,2549,442,120390,181
2,72, Diagram,209457,0,0,321,10,14864,23
2,72, Other,3500807,48,0,905,23,51832,247
2,72, Properties,9361,0,0,107,0,3348,65
2,72, Study,38442019,312,0,360,0,22449,7
2,72, TextEditor,151582732,1514,0,1348,2,85399,5586
2,73, Blank,70879803,1032,0,305,1,17424,14
2,73, Deeds,158785683,50,0,1302,298,67545,72
2,73, Diagram,85878,0,0,119,0,4811,2
2,73, Other,309442,0,0,163,4,8653,115
2,73, Properties,95,0,0,22,0,896,0
2,73, TextEditor,195227336,11425,0,578,3,37901,4079
2,74, Aulaweb,305372,14,0,86,0,5985,0
2,74, Blank,782204,7,0,341,1,21194,2
2,74, Deeds,59647444,20,0,2629,473,137745,55
2,74, Diagram,134535,0,0,155,0,9543,0
2,74, Other,2056694,67,0,345,18,20611,82
2,74, Properties,1048,0,0,51,0,2427,0
2,74, Study,49580450,326,16,208,0,29805,0
2,74, TextEditor,90602468,1448,0,1125,42,61829,3611
2,76, Aulaweb,53448,0,0,54,0,2198,0
2,76, Blank,7283,0,0,91,2,2290,16
2,76, Deeds,77196159,0,0,1826,8,57935,876
2,76, Diagram,58953,0,0,109,0,2593,24
2,76, Other,258484,0,0,176,6,4950,107
2,76, Properties,1502,0,0,39,0,720,0
2,76, Study,4867552,0,0,184,0,6894,67
2,76, TextEditor,182710313,0,0,1018,10,39294,5200
2,78, Aulaweb,34098,0,4,44,0,4025,0
2,78, Blank,31787,0,0,105,6,4548,0
2,78, Deeds,74933591,0,0,1243,0,69807,355
2,78, Diagram,220448,0,0,125,0,7711,36
2,78, Other,151356,0,0,145,8,7788,109
2,78, Properties,29343,0,0,23,0,1428,8
2,78, Study,32175096,0,4,206,0,17580,0
2,78, TextEditor,186045020,0,8,781,6,58385,3240
2,79, Aulaweb,159527,0,0,50,0,1174,0
2,79, Blank,4721,0,0,46,0,848,0
2,79, Deeds,139896789,65,0,1188,230,30857,99
2,79, Diagram,579078,0,0,136,2,3394,0
2,79, Other,818674,47,0,202,0,5333,16
2,79, Properties,859,0,0,12,0,328,0
2,79, Study,127272520,201,0,178,4,8446,0
2,79, TextEditor,350821856,1495,0,920,2,26986,3694
2,80, Aulaweb,19645489,0,0,16,0,534,0
2,80, Blank,2156,5,0,93,0,2313,0
2,80, Deeds,1093826482,210,0,1288,158,36868,75
2,80, Diagram,2495591,15,0,113,0,4239,10
2,80, Other,683127,8,0,265,18,5260,312
2,80, Properties,2282,0,0,31,0,777,4
2,80, Study,441398731,330,0,65,0,4217,0
2,80, TextEditor,20520570,0,0,97,0,3822,198
2,81, Aulaweb,5448,0,0,38,1,14760,0
2,81, Blank,4394940,21,0,61,0,17855,2
2,81, Deeds,54814397,16,0,2138,340,441166,759
2,81, Diagram,444266,0,0,103,0,29610,2
2,81, Other,2566894,7,0,198,0,42909,118
2,81, Properties,1985,0,0,34,0,7007,0
2,81, Study,52802752,224,0,194,1,90801,4
2,81, TextEditor,248307219,756,0,1454,36,246507,3936
2,82, Aulaweb,34209,24,0,79,0,7052,0
2,82, Blank,830598,16,0,180,0,7677,0
2,82, Deeds,75052509,78,0,1737,342,100571,66
2,82, Diagram,9985,0,0,102,2,6438,0
2,82, Other,1310936,10,0,151,2,8346,0
2,82, Properties,46,0,0,34,0,1457,0
2,82, Study,25618528,293,0,254,0,32356,2
2,82, TextEditor,573989156,2049,0,859,40,76698,3040
2,83, Blank,4483,0,0,50,38,3934,2
2,83, Deeds,29606715,117,0,1606,278,75355,4
2,83, Diagram,76974,0,0,110,2,5985,0
2,83, Other,2415893,16,0,414,8,17846,38
2,83, Properties,16,0,0,10,2,547,0
2,83, Study,66644978,220,0,183,0,21405,0
2,83, TextEditor,265920703,1350,0,1199,20,100946,3556
2,84, Blank,4937,0,0,22,0,1101,0
2,84, Deeds,439334087,0,0,1156,0,45887,1115
2,84, Diagram,2578720,0,0,234,0,8139,26
2,84, Other,1618659,0,0,120,4,3975,493
2,84, Properties,7504,0,0,22,0,580,0
2,84, TextEditor,490299097,0,0,488,0,17417,3185
2,85, Aulaweb,850001,0,0,55,0,2783,0
2,85, Blank,15674,0,0,62,2,2162,0
2,85, Deeds,237370043,0,0,1371,292,46748,151
2,85, Diagram,11012406,0,0,187,0,6725,0
2,85, Other,258858,0,0,189,2,5413,148
