,session,student_id,activity,idle_time,mouse_wheel,mouse_wheel_click,mouse_click_left,mouse_click_right,mouse_movement,keystroke
1012,2,71, Diagram,1374073.0,0,0,148,0,11607,0
1013,2,71, Other,690629.0,102,0,284,9,18983,125
1014,2,71, Properties,2608.0,0,0,45,0,2667,0
1015,2,71, Study,161017272.0,109,0,188,0,30460,0
1016,2,71, TextEditor,290418671.0,451,0,1587,10,111856,4431
1017,2,72, Aulaweb,42455.0,116,0,104,0,9128,2
1018,2,72, Blank,443851.0,0,0,170,3,10028,0
1019,2,72, Deeds,49483277.0,95,0,2549,442,120390,181
1020,2,72, Diagram,209457.0,0,0,321,10,14864,23
1021,2,72, Other,3500807.0,48,0,905,23,51832,247
1022,2,72, Properties,9361.0,0,0,107,0,3348,65
1023,2,72, Study,38442019.0,312,0,360,0,22449,7
1024,2,72, TextEditor,151582732.0,1514,0,1348,2,85399,5586
1025,2,73, Blank,70879803.0,1032,0,305,1,17424,14
1026,2,73, Deeds,158785683.0,50,0,1302,298,67545,72
1027,2,73, Diagram,85878.0,0,0,119,0,4811,2
1028,2,73, Other,309442.0,0,0,163,4,8653,115
1029,2,73, Properties,95.0,0,0,22,0,896,0
1030,2,73, TextEditor,195227336.0,11425,0,578,3,37901,4079
1031,2,74, Aulaweb,305372.0,14,0,86,0,5985,0
1032,2,74, Blank,782204.0,7,0,341,1,21194,2
1033,2,74, Deeds,59647444.0,20,0,2629,473,137745,55
1034,2,74, Diagram,134535.0,0,0,155,0,9543,0
1035,2,74, Other,2056694.0,67,0,345,18,20611,82
1036,2,74, Properties,1048.0,0,0,51,0,2427,0
1037,2,74, Study,49580450.0,326,16,208,0,29805,0
1038,2,74, TextEditor,90602468.0,1448,0,1125,42,61829,3611
1039,2,76, Aulaweb,53448.0,0,0,54,0,2198,0
1040,2,76, Blank,7283.0,0,0,91,2,2290,16
1041,2,76, Deeds,77196159.0,0,0,1826,8,57935,876
1042,2,76, Diagram,58953.0,0,0,109,0,2593,24
1043,2,76, Other,258484.0,0,0,176,6,4950,107
1044,2,76, Properties,1502.0,0,0,39,0,720,0
1045,2,76, Study,4867552.0,0,0,184,0,6894,67
1046,2,76, TextEditor,182710313.0,0,0,1018,10,39294,5200
1047,2,78, Aulaweb,34098.0,0,4,44,0,4025,0
1048,2,78, Blank,31787.0,0,0,105,6,4548,0
1049,2,78, Deeds,74933591.0,0,0,1243,0,69807,355
1050,2,78, Diagram,220448.0,0,0,125,0,7711,36
1051,2,78, Other,151356.0,0,0,145,8,7788,109
1052,2,78, Properties,29343.0,0,0,23,0,1428,8
1053,2,78, Study,32175096.0,0,4,206,0,17580,0
1054,2,78, TextEditor,186045020.0,0,8,781,6,58385,3240
1055,2,79, Aulaweb,159527.0,0,0,50,0,1174,0
1056,2,79, Blank,4721.0,0,0,46,0,848,0
1057,2,79, Deeds,139896789.0,65,0,1188,230,30857,99
1058,2,79, Diagram,579078.0,0,0,136,2,3394,0
1059,2,79, Other,818674.0,47,0,202,0,5333,16
1060,2,79, Properties,859.0,0,0,12,0,328,0
1061,2,79, Study,127272520.0,201,0,178,4,8446,0
1062,2,79, TextEditor,350821856.0,1495,0,920,2,26986,3694
1063,2,80, Aulaweb,19645489.0,0,0,16,0,534,0
1064,2,80, Blank,2156.0,5,0,93,0,2313,0
1065,2,80, Deeds,1093826482.0,210,0,1288,158,36868,75
1066,2,80, Diagram,2495591.0,15,0,113,0,4239,10
1067,2,80, Other,683127.0,8,0,265,18,5260,312
1068,2,80, Properties,2282.0,0,0,31,0,777,4
1069,2,80, Study,441398731.0,330,0,65,0,4217,0
1070,2,80, TextEditor,20520570.0,0,0,97,0,3822,198
1071,2,81, Aulaweb,5448.0,0,0,38,1,14760,0
1072,2,81, Blank,4394940.0,21,0,61,0,17855,2
1073,2,81, Deeds,54814397.0,16,0,2138,340,441166,759
1074,2,81, Diagram,444266.0,0,0,103,0,29610,2
1075,2,81, Other,2566894.0,7,0,198,0,42909,118
1076,2,81, Properties,1985.0,0,0,34,0,7007,0
1077,2,81, Study,52802752.0,224,0,194,1,90801,4
1078,2,81, TextEditor,248307219.0,756,0,1454,36,246507,3936
1079,2,82, Aulaweb,34209.0,24,0,79,0,7052,0
1080,2,82, Blank,830598.0,16,0,180,0,7677,0
1081,2,82, Deeds,75052509.0,78,0,1737,342,100571,66
1082,2,82, Diagram,9985.0,0,0,102,2,6438,0
1083,2,82, Other,1310936.0,10,0,151,2,8346,0
1084,2,82, Properties,46.0,0,0,34,0,1457,0
1085,2,82, Study,25618528.0,293,0,254,0,32356,2
1086,2,82, TextEditor,573989156.0,2049,0,859,40,76698,3040
1087,2,83, Blank,4483.0,0,0,50,38,3934,2
1088,2,83, Deeds,29606715.0,117,0,1606,278,75355,4
1089,2,83, Diagram,76974.0,0,0,110,2,5985,0
1090,2,83, Other,2415893.0,16,0,414,8,17846,38
1091,2,83, Properties,16.0,0,0,10,2,547,0
1092,2,83, Study,66644978.0,220,0,183,0,21405,0
1093,2,83, TextEditor,265920703.0,1350,0,1199,20,100946,3556
1094,2,84, Blank,4937.0,0,0,22,0,1101,0
1095,2,84, Deeds,439334087.0,0,0,1156,0,45887,1115
1096,2,84, Diagram,2578720.0,0,0,234,0,8139,26
1097,2,84, Other,1618659.0,0,0,120,4,3975,493
1098,2,84, Properties,7504.0,0,0,22,0,580,0
1099,2,84, TextEditor,490299097.0,0,0,488,0,17417,3185
1100,2,85, Aulaweb,850001.0,0,0,55,0,2783,0
1101,2,85, Blank,15674.0,0,0,62,2,2162,0
1102,2,85, Deeds,237370043.0,0,0,1371,292,46748,151
1103,2,85, Diagram,11012406.0,0,0,187,0,6725,0
1104,2,85, Other,258858.0,0,0,189,2,5413,148
1105,2,85, Properties,5656.0,0,0,48,0,1326,22
1106,2,85, Study,24453595.0,0,0,153,0,7861,0
1107,2,85, TextEditor,364255786.0,0,0,827,0,39763,3681
1108,2,86, Aulaweb,8930.0,0,0,48,0,1136,0
1109,2,86, Blank,287348.0,0,0,253,47,6450,0
1110,2,86, Deeds,41060003.0,0,0,2011,380,48523,30
1111,2,86, Diagram,1157681.0,0,0,182,0,6031,0
1112,2,86, Other,543628.0,0,0,77,6,2545,12
1113,2,86, Properties,173.0,0,0,64,0,1318,0
1114,2,86, Study,49346697.0,0,0,259,0,10045,22
1115,2,86, TextEditor,179074885.0,0,0,1163,3,37291,5949
1116,2,87, Aulaweb,101723.0,11,0,84,2,5464,0
1117,2,87, Blank,576946.0,2,0,80,7,4314,0
1118,2,87, Deeds,117886494.0,80,0,1820,378,97770,126
1119,2,87, Diagram,1187751.0,0,0,143,0,9151,0
1120,2,87, Other,99843.0,57,0,129,6,7854,296
1121,2,87, Properties,95.0,0,0,33,0,1324,0
1122,2,87, Study,39463142.0,537,0,309,0,39947,56
1123,2,87, TextEditor,678173707.0,873,0,678,3,58959,3852
1124,2,88, Aulaweb,93263.0,16,0,46,0,2894,0
1125,2,88, Blank,624136.0,0,0,72,9,3750,8
1126,2,88, Deeds,205113074.0,34,0,1727,248,82785,172
1127,2,88, Diagram,91121.0,0,0,100,0,6030,0
1128,2,88, Other,212965.0,25,0,147,2,8651,118
1129,2,88, Properties,1798.0,0,0,39,0,1480,0
1130,2,88, Study,26469769.0,136,0,171,0,31919,0
1131,2,88, TextEditor,94393147.0,1026,0,868,1,84564,3062
1132,2,90, Aulaweb,11575.0,34,10,46,1,2755,0
1133,2,90, Blank,1120299.0,4,0,103,7,6357,4
1134,2,90, Deeds,46101015.0,292,0,979,4,69051,337
1135,2,90, Diagram,1581779.0,0,0,100,2,6050,0
1136,2,90, Other,54710.0,80,0,235,5,11788,57
1137,2,90, Properties,156.0,0,0,20,0,937,2
1138,2,90, Study,62922310.0,832,14,315,1,40492,139
1139,2,90, TextEditor,569779041.0,2359,0,1112,34,75187,3819
1140,2,91, Aulaweb,19753.0,10,0,17,0,2131,0
1141,2,91, Blank,2708186.0,1,0,149,2,7079,0
1142,2,91, Deeds,135414008.0,92,2,1467,266,97443,213
1143,2,91, Diagram,739487.0,0,0,137,0,10416,0
1144,2,91, Other,568917.0,27,0,302,24,17497,243
1145,2,91, Properties,531.0,0,0,19,0,748,0
1146,2,91, Study,44809835.0,124,0,125,0,11145,0
1147,2,91, TextEditor,391854756.0,1939,0,1030,0,80258,3618
1148,2,92, Aulaweb,3861790.0,0,0,65,2,3420,0
1149,2,92, Blank,11932.0,0,0,40,0,809,0
1150,2,92, Deeds,251475956.0,0,0,1525,30,50179,254
1151,2,92, Diagram,31789230.0,0,0,449,0,14183,10
1152,2,92, Other,3033905.0,0,0,232,14,6434,141
1153,2,92, Properties,34364.0,0,0,85,0,2162,32
1154,2,92, Study,15358119.0,0,0,180,0,8609,0
1155,2,92, TextEditor,83306492.0,0,0,1022,44,30582,3283
1156,2,93, Aulaweb,642775.0,1,0,18,0,2124,0
1157,2,93, Blank,49547.0,0,0,115,0,8513,0
1158,2,93, Deeds,86677821.0,20,0,1650,0,87467,896
1159,2,93, Diagram,1181176.0,2,0,326,2,14276,4
1160,2,93, Other,215123.0,1,0,152,0,10293,0
1161,2,93, Properties,15.0,0,0,26,0,1141,1
1162,2,93, Study,182990773.0,278,2,231,2,31290,8
1163,2,93, TextEditor,151561786.0,573,4,516,0,65762,3583
1164,2,94, Aulaweb,22399.0,32,0,48,0,2865,0
1165,2,94, Blank,108708.0,0,0,154,0,6388,0
1166,2,94, Deeds,103492145.0,21,0,1525,232,64710,112
1167,2,94, Diagram,2392158.0,0,0,118,0,7067,0
1168,2,94, Other,17447491.0,92,0,415,16,20166,58
1169,2,94, Properties,63.0,0,0,21,0,578,0
1170,2,94, Study,77861244.0,48,0,220,0,13839,4
1171,2,94, TextEditor,141184814.0,1803,0,1628,42,69850,3298
1172,2,95, Aulaweb,1009.0,2,0,49,0,2498,0
1173,2,95, Blank,532898.0,4,0,165,2,7610,5
1174,2,95, Deeds,31441279.0,144,0,2044,308,118595,23
1175,2,95, Diagram,7247.0,0,0,117,2,6207,0
1176,2,95, Other,863174.0,67,0,226,14,15112,25
1177,2,95, Properties,20018.0,0,0,41,0,2192,0
1178,2,95, Study,17595776.0,162,0,290,0,29051,0
1179,2,95, TextEditor,151559417.0,2305,0,2768,110,150672,5354
1180,2,96, Aulaweb,61747.0,1,0,43,0,2869,0
1181,2,96, Blank,9112.0,1,0,67,41,3862,6
1182,2,96, Deeds,61832573.0,37,0,1392,298,74880,130
1183,2,96, Diagram,944180.0,0,0,109,0,5842,0
1184,2,96, Other,370256.0,22,0,173,4,9212,66
1185,2,96, Properties,107722.0,0,0,38,0,1677,0
1186,2,96, Study,101854434.0,388,0,251,6,28726,0
1187,2,96, TextEditor,114055741.0,1048,0,943,1,65467,1912
1188,2,97, Aulaweb,1729076.0,0,0,44,0,2808,0
1189,2,97, Blank,206028.0,0,0,136,0,5120,12
1190,2,97, Deeds,206391633.0,1,0,1161,200,63977,72
1191,2,97, Diagram,1721134.0,0,0,117,2,8147,0
1192,2,97, Other,75089.0,0,0,194,4,9999,52
1193,2,97, Properties,1345.0,0,0,38,0,2833,0
1194,2,97, Study,83067379.0,0,0,193,0,13389,140
1195,2,97, TextEditor,730530722.0,139,0,1585,14,73186,5664
1196,2,98, Blank,12001.0,0,0,11,2,413,0
1197,2,98, Deeds,192939289.0,0,0,446,0,19590,293
1198,2,98, Diagram,17461.0,0,0,10,0,528,0
1199,2,98, Other,936503.0,0,0,94,2,3681,26
1200,2,98, Properties,204.0,0,0,6,0,187,0
1201,2,98, TextEditor,704522590.0,4367,0,194,0,8607,1048
1202,2,99, Aulaweb,58060.0,0,0,34,2,826,0
1203,2,99, Blank,3430.0,0,0,63,0,1069,0
1204,2,99, Deeds,247328416.0,0,0,2042,286,37100,31
1205,2,99, Diagram,537291.0,0,0,81,0,2324,0
1206,2,99, Other,157520.0,0,0,166,2,3508,62
1207,2,99, Properties,3702.0,0,0,78,0,1196,0
1208,2,99, Study,56030766.0,0,0,128,0,2860,12
1209,2,99, TextEditor,280405156.0,0,0,802,0,18149,3056
1210,2,100, Aulaweb,435372.0,21,0,35,0,1821,282
1211,2,100, Blank,2094748.0,0,0,127,20,9014,2
1212,2,100, Deeds,70956866.0,52,0,1553,286,65395,328
1213,2,100, Diagram,1911016.0,0,0,171,0,9597,0
1214,2,100, Other,1928570.0,49,0,308,6,13221,179
1215,2,100, Properties,85847.0,0,0,87,0,3596,5
1216,2,100, Study,50196442.0,213,0,224,0,24841,1
1217,2,100, TextEditor,123912014.0,1117,0,1031,4,59348,2884
1218,2,101, Aulaweb,348051.0,0,0,77,0,5423,0
1219,2,101, Blank,38214.0,0,0,222,0,12423,0
1220,2,101, Deeds,30974648.0,0,0,1633,316,113414,6
1221,2,101, Diagram,9805.0,0,0,93,0,5928,0
1222,2,101, Other,2024124.0,0,0,62,0,8651,16
1223,2,101, Properties,33.0,0,0,34,0,1382,0
1224,2,101, Study,11602697.0,0,0,176,0,20541,0
1225,2,101, TextEditor,199308768.0,0,0,819,4,70958,2408
1226,2,102, Aulaweb,9099.0,0,0,0,0,0,0
1227,2,102, Blank,32547.0,0,0,0,0,0,0
1228,2,102, Deeds,48035277.0,0,0,0,0,0,147
1229,2,102, Diagram,42348.0,0,0,0,0,0,0
1230,2,102, Other,231288.0,0,0,0,0,0,26
1231,2,102, Properties,0.0,0,0,0,0,0,1
1232,2,102, Study,39830462.0,0,0,2,0,51,0
1233,2,102, TextEditor,169579497.0,0,0,0,0,0,3017
1234,2,103, Aulaweb,41778.0,52,0,64,0,1836,0
1235,2,103, Blank,11014.0,4,0,79,7,2249,0
1236,2,103, Deeds,83156320.0,2,0,1626,200,38945,374
1237,2,103, Diagram,3145933.0,0,0,292,6,7013,115
1238,2,103, Other,239583.0,1,0,234,4,4338,125
1239,2,103, Properties,32268.0,0,0,69,0,1549,0
1240,2,103, Study,161358754.0,672,0,269,6,7064,454
1241,2,103, TextEditor,535482141.0,1286,0,519,3,14681,4851
1242,2,104, Aulaweb,292310.0,0,0,32,0,2308,0
1243,2,104, Blank,77768.0,0,0,79,30,4365,5
1244,2,104, Deeds,161245059.0,15,0,1759,21,71204,1237
1245,2,104, Diagram,1376193.0,0,0,286,0,13250,55
1246,2,104, Other,241945.0,38,0,268,2,9863,92
1247,2,104, Properties,3774.0,0,0,41,1,2102,33
1248,2,104, Study,229629087.0,92,0,108,0,22847,0
1249,2,104, TextEditor,202163111.0,724,0,617,6,49987,2735
1250,2,107, Aulaweb,8162837.0,121,0,81,0,7470,0
1251,2,107, Blank,27688606.0,4,0,139,2,9401,0
1252,2,107, Deeds,214036257.0,161,12,1746,24,116369,518
1253,2,107, Diagram,5549197.0,23,0,173,0,15683,0
1254,2,107, Other,5683776.0,44,0,460,18,32850,130
1255,2,107, Properties,9535.0,0,0,20,0,1350,0
1256,2,107, Study,522537155.0,810,2,220,2,35799,2
1257,2,107, TextEditor,126792800.0,3758,2,1909,118,93945,5097
1258,3,2, Aulaweb,118193.0,0,0,23,0,871,0
1259,3,2, Blank,4592.0,0,0,53,0,3482,0
1260,3,2, Deeds,98368396.0,39,0,1754,250,110261,142
1261,3,2, Diagram,644524.0,1,0,101,0,4471,0
1262,3,2, Other,153556.0,0,0,66,2,3329,76
1263,3,2, Properties,0.0,0,0,16,0,492,0
1264,3,2, Study,3670940.0,240,0,103,0,8200,0
1265,3,2, TextEditor,524382883.0,1099,0,3546,54,134835,4731
1266,3,3, Aulaweb,9702.0,0,0,35,0,1778,8
1267,3,3, Blank,26088.0,0,0,165,2,2821,0
1268,3,3, Deeds,25540920.0,0,0,1615,261,47075,156
1269,3,3, Diagram,2559996.0,0,0,425,2,14525,6
1270,3,3, Other,120997.0,0,0,154,0,5733,14
1271,3,3, Properties,16.0,0,0,11,0,191,0
1272,3,3, Study,18852631.0,0,0,107,0,4323,0
1273,3,3, TextEditor,798271414.0,0,0,1492,3,90466,4693
1274,3,4, Aulaweb,41889.0,0,0,65,0,1559,3
1275,3,4, Blank,251237.0,10,0,136,5,3211,0
1276,3,4, Deeds,156390206.0,56,0,1175,276,38279,79
1277,3,4, Diagram,20833184.0,8,0,496,2,19147,66
1278,3,4, Other,217217.0,1,0,161,4,2722,303
1279,3,4, Properties,0.0,0,0,4,0,105,0
1280,3,4, Study,3052822.0,430,0,171,0,5200,9
1281,3,4, TextEditor,1468999528.0,2713,0,1698,1,44621,6234
1282,3,5, Aulaweb,281017.0,44,0,33,4,5113,0
1283,3,5, Blank,2299.0,3,0,83,59,7049,5
1284,3,5, Deeds,37867813.0,103,0,1155,98,95978,228
1285,3,5, Diagram,1585401.0,0,0,276,0,27026,30
1286,3,5, Other,34343.0,0,0,162,16,12196,49
1287,3,5, Properties,16.0,0,0,12,0,558,0
1288,3,5, Study,10601027.0,180,0,91,0,16741,0
1289,3,5, TextEditor,741545666.0,1742,0,1136,15,128305,7175
1290,3,6, Aulaweb,314.0,1,0,22,2,1108,0
1291,3,6, Blank,3808.0,0,0,248,14,9632,15
1292,3,6, Deeds,27542063.0,94,0,1064,280,64807,6
1293,3,6, Diagram,7044699.0,0,0,311,4,21330,0
1294,3,6, Other,308037.0,0,0,192,0,9447,27
1295,3,6, Properties,923.0,0,0,11,0,578,0
1296,3,6, Study,45867237.0,331,0,151,0,19930,0
1297,3,6, TextEditor,1371889870.0,4026,0,1915,14,114564,4128
1298,3,7, Aulaweb,10824.0,37,0,36,2,2058,0
1299,3,7, Blank,2156.0,0,0,17,0,559,0
1300,3,7, Deeds,111151080.0,0,0,1386,378,55857,106
1301,3,7, Diagram,3733557.0,0,0,479,6,17400,4
1302,3,7, Other,37328.0,0,0,68,0,3081,52
1303,3,7, Properties,45706.0,0,0,10,0,324,0
1304,3,7, Study,5685671.0,7,0,94,0,4009,0
1305,3,7, TextEditor,978008844.0,684,0,1756,4,76411,5049
1306,3,8, Aulaweb,2860.0,6,0,24,0,1804,0
1307,3,8, Blank,20548.0,0,0,39,49,4433,0
1308,3,8, Deeds,174360549.0,319,0,1358,366,66942,38
1309,3,8, Diagram,3684.0,0,0,91,0,4327,0
1310,3,8, Other,11250956.0,4,0,38,0,2897,0
1311,3,8, Properties,6950.0,1,0,10,0,1076,0
1312,3,8, Study,3704121.0,117,0,68,0,5958,0
1313,3,8, TextEditor,588276831.0,2087,0,2592,17,107534,3715
1314,3,9, Aulaweb,29115.0,16,0,22,0,1436,0
1315,3,9, Blank,249393.0,0,0,45,0,1848,0
1316,3,9, Deeds,40167009.0,71,0,1667,387,79639,76
1317,3,9, Diagram,14299729.0,16,0,684,10,28347,4
1318,3,9, Other,39731.0,0,0,166,20,6869,0
1319,3,9, Properties,77.0,0,0,25,1,1138,0
1320,3,9, Study,2241313.0,180,0,102,0,7924,0
1321,3,9, TextEditor,695009007.0,2801,0,1845,0,87897,5093
1322,3,10, Aulaweb,6687.0,0,0,57,0,3557,0
1323,3,10, Blank,9663.0,26,0,91,62,6812,2
1324,3,10, Deeds,26994351.0,8,0,2052,350,101486,72
1325,3,10, Diagram,2124972.0,0,0,311,2,20655,0
1326,3,10, Other,216902.0,2,0,213,8,11100,28
1327,3,10, Properties,125.0,0,0,31,0,1044,0
1328,3,10, Study,5351821.0,27,0,172,0,13125,0
1329,3,10, TextEditor,576226411.0,482,4,2086,6,122591,2910
1330,3,11, Aulaweb,343.0,0,0,0,0,0,0
1331,3,11, Blank,223835.0,14,0,19,0,1268,2
1332,3,11, Deeds,16876450.0,7,0,22,2,4642,2
1333,3,11, Diagram,440.0,0,0,0,0,0,0
1334,3,11, Other,262223.0,6,0,28,0,2730,58
1335,3,11, Properties,47.0,0,0,0,0,0,0
1336,3,11, Study,8016200.0,30,0,19,0,6680,0
1337,3,11, TextEditor,2186880553.0,116,0,282,0,15040,2607
1338,3,12, Aulaweb,218.0,0,0,7,0,133,0
1339,3,12, Blank,34527454.0,0,0,59,42,1607,2
1340,3,12, Deeds,28673360.0,0,0,1138,300,28871,8
1341,3,12, Diagram,32108279.0,0,0,302,16,10362,0
1342,3,12, Other,29617.0,0,0,88,0,1568,0
1343,3,12, Properties,1389.0,0,0,17,0,382,0
1344,3,12, Study,120429674.0,0,0,76,0,1922,0
1345,3,12, TextEditor,602471394.0,0,0,1201,0,31352,3994
1346,3,14, Aulaweb,17759.0,2,0,6,0,541,0
1347,3,14, Blank,90368.0,4,0,46,0,2542,0
1348,3,14, Deeds,75235586.0,47,0,1370,0,74995,374
1349,3,14, Diagram,14959784.0,0,0,299,0,19234,51
1350,3,14, Other,239980.0,13,0,134,2,6469,34
1351,3,14, Properties,218.0,0,0,16,0,594,0
1352,3,14, Study,10634355.0,79,0,62,0,6887,0
1353,3,14, TextEditor,813185128.0,5753,0,1557,0,106266,2539
1354,3,15, Aulaweb,1045.0,0,0,39,0,1865,6
1355,3,15, Blank,71627.0,1,0,216,2,8419,16
1356,3,15, Deeds,48876184.0,53,0,1260,332,69768,88
1357,3,15, Diagram,5006666.0,0,0,416,6,20150,0
1358,3,15, Other,95854.0,37,0,117,0,8099,0
1359,3,15, Properties,187.0,0,0,15,0,591,0
1360,3,15, Study,9172233.0,208,0,161,2,10118,0
1361,3,15, TextEditor,1378461206.0,2741,0,2056,50,117841,4548
1362,3,16, Aulaweb,14849.0,0,0,28,0,1232,4
1363,3,16, Blank,101663.0,0,0,19,0,635,12
1364,3,16, Deeds,65136128.0,0,0,1269,8,40105,680
1365,3,16, Diagram,54957.0,0,0,82,0,2094,0
1366,3,16, Other,447665.0,0,0,227,20,5916,138
1367,3,16, Properties,0.0,0,0,1,0,39,0
1368,3,16, Study,2973982.0,0,0,93,0,3125,126
1369,3,16, TextEditor,516149126.0,0,0,2517,28,102644,5174
1370,3,17, Aulaweb,27789.0,0,0,4,0,210,0
1371,3,17, Blank,17873.0,0,0,39,16,1263,5
1372,3,17, Deeds,166604068.0,0,0,1178,278,32709,106
1373,3,17, Diagram,1396546.0,0,0,34,0,775,2
1374,3,17, FSM,0.0,0,0,2,0,36,0
1375,3,17, Other,1352593.0,0,0,82,6,2853,38
1376,3,17, Properties,2279.0,0,0,18,0,428,0
1377,3,17, Study,16769552.0,0,0,79,0,1845,0
1378,3,17, TextEditor,2055107346.0,0,0,938,0,26236,5970
1379,3,18, Aulaweb,64.0,0,0,18,0,850,0
1380,3,18, Blank,90362.0,0,0,61,2,2224,46
1381,3,18, Deeds,111824597.0,0,0,1363,298,57671,153
1382,3,18, Diagram,2089894.0,0,0,213,0,10196,0
1383,3,18, Other,169812.0,0,0,164,10,6397,131
1384,3,18, Properties,24281.0,0,0,16,0,449,0
1385,3,18, Study,26435386.0,0,0,77,0,3159,0
1386,3,18, TextEditor,729544906.0,0,0,2227,96,84938,5364
1387,3,19, Blank,3056.0,0,0,11,4,454,0
1388,3,19, Deeds,62319769.0,0,0,1224,254,85241,58
1389,3,19, Diagram,119687.0,0,0,227,0,5277,0
1390,3,19, Other,1473130.0,0,0,173,0,8335,8
1391,3,19, Properties,952.0,0,0,16,0,720,0
1392,3,19, TextEditor,1614046426.0,0,0,3284,74,258129,3001
1393,3,20, Blank,4361950.0,0,0,51,31,2683,18
1394,3,20, Deeds,35870720.0,0,0,1243,12,44786,973
1395,3,20, Diagram,5469975.0,0,0,438,4,11975,13
1396,3,20, Other,2197435.0,5,0,423,10,10133,338
1397,3,20, Properties,608.0,0,0,11,0,346,0
1398,3,20, TextEditor,405328667.0,0,0,1728,9,73001,4192
1399,3,23, Aulaweb,3804342.0,0,0,68,0,6201,47
1400,3,23, Blank,14265.0,0,0,17,2,454,0
1401,3,23, Deeds,307184074.0,0,0,946,280,47355,38
1402,3,23, Diagram,101952.0,0,0,30,0,1244,0
1403,3,23, Other,2501024.0,0,0,145,0,6259,98
1404,3,23, Properties,0.0,0,0,4,0,40,0
1405,3,23, Study,41617587.0,0,0,76,0,3850,0
1406,3,23, TextEditor,584136942.0,0,0,554,2,27991,3522
1407,3,24, Aulaweb,2331.0,28,0,13,0,1512,0
1408,3,24, Blank,679969.0,25,6,154,44,9221,0
1409,3,24, Deeds,52080648.0,36,0,1324,272,85090,30
1410,3,24, Diagram,1141.0,0,0,64,0,3879,0
1411,3,24, Other,675176.0,5,0,44,0,4137,14
1412,3,24, Properties,203.0,0,0,11,0,621,0
1413,3,24, Study,61576924.0,54,0,87,0,8509,0
1414,3,24, TextEditor,1139109704.0,1750,2,1779,4,102641,4344
1415,3,25, Aulaweb,5031.0,0,0,17,0,1053,0
1416,3,25, Blank,776657.0,4,0,275,194,15173,6
1417,3,25, Deeds,47463767.0,150,0,830,182,52656,64
1418,3,25, Diagram,760265.0,0,0,191,2,6582,0
1419,3,25, Other,608421.0,0,0,136,8,5518,18
1420,3,25, Properties,4187.0,0,0,4,0,237,0
1421,3,25, Study,8208122.0,111,0,48,0,3538,0
1422,3,25, TextEditor,345150059.0,3383,0,2967,136,174924,4251
1423,3,27, Aulaweb,3266009.0,183,0,7,0,628,0
1424,3,27, Blank,8374.0,0,0,41,0,1801,0
1425,3,27, Deeds,67681362.0,451,0,1545,2,69336,1826
1426,3,27, Diagram,4015376.0,15,0,210,0,12730,180
1427,3,27, Other,33230.0,0,0,82,2,2720,50
1428,3,27, Properties,0.0,0,0,21,0,839,6
1429,3,27, Study,21644085.0,1687,0,41,0,2720,28
1430,3,27, TextEditor,893505861.0,4355,0,2209,0,65246,5157
1431,3,28, Aulaweb,1614.0,0,0,31,2,1573,0
1432,3,28, Blank,856.0,0,0,62,3,2328,2
1433,3,28, Deeds,140944096.0,0,0,1117,304,49611,26
1434,3,28, Diagram,8122685.0,0,0,474,4,21320,0
1435,3,28, Other,82001.0,0,0,122,4,5354,94
1436,3,28, Properties,156.0,0,0,8,0,284,0
1437,3,28, Study,15075153.0,0,0,101,0,6941,131
1438,3,28, TextEditor,1183346472.0,0,0,1291,1,76943,6369
1439,3,29, Aulaweb,1657.0,0,0,15,0,816,0
1440,3,29, Blank,7484.0,0,0,46,0,2548,0
1441,3,29, Deeds,70530452.0,211,0,2289,386,126702,20
1442,3,29, Diagram,446397.0,24,0,326,0,15323,0
1443,3,29, Other,4064.0,2,0,151,0,7384,31
1444,3,29, Properties,63.0,0,0,34,0,1242,0
1445,3,29, Study,419793180.0,199,0,132,2,19560,0
1446,3,29, TextEditor,384797147.0,3065,0,1688,36,95806,3762
1447,3,30, Aulaweb,2070724.0,0,0,90,0,3983,2
1448,3,30, Blank,28187.0,0,0,77,2,1917,0
1449,3,30, Deeds,115362090.0,0,0,1623,8,64905,836
1450,3,30, Diagram,32425.0,0,0,40,0,1327,0
1451,3,30, Other,789332.0,0,0,283,18,10017,61
1452,3,30, Properties,2480.0,0,0,30,0,762,0
1453,3,30, Study,6122788.0,0,0,205,0,8697,153
1454,3,30, TextEditor,1267209338.0,0,0,1801,16,76127,3431
1455,3,31, Aulaweb,19095.0,0,0,33,0,687,0
1456,3,31, Blank,36119.0,0,0,89,0,2288,0
1457,3,31, Deeds,574166419.0,0,0,1667,392,51739,18
1458,3,31, Diagram,133852.0,0,0,47,0,1204,0
1459,3,31, Other,1719140.0,0,0,225,0,3939,423
1460,3,31, Properties,359.0,0,0,24,0,598,0
1461,3,31, Study,374917527.0,0,0,115,0,3678,87
1462,3,31, TextEditor,82609545.0,0,0,1296,46,35815,1141
1463,3,32, Aulaweb,20650.0,5,0,38,0,2150,0
1464,3,32, Blank,98761.0,6,0,52,0,2578,0
1465,3,32, Deeds,53719887.0,90,0,1666,382,71306,88
1466,3,32, Diagram,3049920.0,17,0,380,34,21512,0
1467,3,32, Other,102465.0,0,0,193,24,8105,62
1468,3,32, Properties,2094.0,0,0,13,0,405,0
1469,3,32, Study,2925895.0,138,0,153,0,8710,0
1470,3,32, TextEditor,1268833982.0,5260,0,1387,0,104549,3266
