ID,"TOTAL
(100 points)",idle_time_ Aulaweb,idle_time_ Blank,idle_time_ Deeds,idle_time_ Diagram,idle_time_ Other,idle_time_ Properties,idle_time_ Study,idle_time_ TextEditor,keystroke_ Aulaweb,keystroke_ Blank,keystroke_ Deeds,keystroke_ Diagram,keystroke_ Other,keystroke_ Properties,keystroke_ Study,keystroke_ TextEditor,mouse_click_ Aulaweb,mouse_click_ Blank,mouse_click_ Deeds,mouse_click_ Diagram,mouse_click_ Other,mouse_click_ Properties,mouse_click_ Study,mouse_click_ TextEditor,mouse_movement_ Aulaweb,mouse_movement_ Blank,mouse_movement_ Deeds,mouse_movement_ Diagram,mouse_movement_ Other,mouse_movement_ Properties,mouse_movement_ Study,mouse_movement_ TextEditor,mouse_wheel_ Aulaweb,mouse_wheel_ Blank,mouse_wheel_ Deeds,mouse_wheel_ Diagram,mouse_wheel_ Other,mouse_wheel_ Properties,mouse_wheel_ Study,mouse_wheel_ TextEditor,attend,mid_grades
60,16.5,245872.33333333334,12513.666666666666,12827226.0,39707584.333333336,2407776.0,306086.3333333333,22856096.0,138312567.0,4.666666666666667,0.0,0.0,2.6666666666666665,34.666666666666664,10.0,19.0,1471.3333333333333,93.0,132.33333333333334,608.3333333333334,617.6666666666666,401.6666666666667,322.0,187.33333333333334,595.3333333333334,8033.0,6228.666666666667,32708.0,32113.666666666668,25075.666666666668,10374.666666666666,16337.666666666666,46393.666666666664,94.33333333333333,10.666666666666666,12.666666666666666,21.666666666666668,70.33333333333333,2.6666666666666665,235.66666666666666,1502.3333333333333,3,11.0
61,57.5,918390.6,616839.6,31082631.2,3687678.0,868433.6,1136664.4,41939857.8,291822159.2,34.4,0.2,103.0,4.0,158.8,41.6,171.8,2844.0,53.8,175.4,990.6,294.0,193.8,113.4,233.0,522.2,2645.4,5368.2,32552.6,10491.4,6458.6,4743.2,16562.4,27403.4,6.0,0.2,27.8,0.8,7.6,0.0,77.4,377.2,5,10.5
62,22.0,7015.666666666667,109859.0,10743408.0,13056255.0,168202.33333333334,514042.6666666667,3018434.3333333335,17220012.666666668,1.3333333333333333,1.3333333333333333,33.666666666666664,20.0,89.33333333333333,20.0,5.666666666666667,1404.0,29.333333333333332,36.333333333333336,689.3333333333334,457.0,99.33333333333333,62.0,98.66666666666667,318.6666666666667,1832.6666666666667,1602.6666666666667,32592.333333333332,16256.333333333334,5705.666666666667,2531.3333333333335,8433.666666666666,15370.333333333334,1.6666666666666667,0.0,13.0,0.0,0.0,0.0,45.0,100.66666666666667,3,4.0
63,69.0,442406.8,454021.6,46465958.0,29585099.8,2127980.2,304960.4,53964286.0,545978620.6,18.0,6.2,89.4,59.0,37.0,47.6,17.0,2817.2,53.6,214.0,1207.4,807.6,101.6,179.4,195.8,962.4,2184.2,6363.2,33553.0,15532.6,3576.2,4094.4,8421.8,40048.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,14.5
64,20.5,67714333.0,2114710.6666666665,7057475.333333333,8676033.0,952273.3333333334,1161959.0,26613892.0,200123178.0,10.0,1.3333333333333333,0.6666666666666666,4.666666666666667,83.33333333333333,76.0,0.0,1777.6666666666667,27.333333333333332,109.0,311.6666666666667,300.0,119.0,159.33333333333334,115.0,330.0,1951.3333333333333,3610.3333333333335,11580.333333333334,16020.333333333334,6896.0,5173.0,5617.0,15608.666666666666,20.0,0.0,0.0,0.0,0.0,0.0,12.0,0.6666666666666666,3,9.0
66,86.0,60074.333333333336,527243.8333333334,27139006.166666668,5640521.5,15062275.333333334,339934.3333333333,54134866.166666664,389613344.3333333,16.166666666666668,205.66666666666666,76.0,14.666666666666666,559.3333333333334,1050.6666666666667,28.5,2064.3333333333335,39.666666666666664,111.83333333333333,886.5,270.8333333333333,285.6666666666667,108.83333333333333,89.0,769.5,2756.5,5420.333333333333,37003.166666666664,12244.333333333334,15228.333333333334,8041.0,8937.166666666666,45682.333333333336,50.166666666666664,3.1666666666666665,52.333333333333336,2.6666666666666665,111.33333333333333,0.0,339.8333333333333,1716.6666666666667,6,11.75
67,80.5,1307871.5,350564.0,35008114.0,25039079.666666668,18945826.333333332,592030.1666666666,98424545.0,61613544.166666664,11.166666666666666,0.3333333333333333,88.66666666666667,1.5,212.83333333333334,31.333333333333332,5.5,2114.5,92.33333333333333,51.833333333333336,1369.6666666666667,609.0,360.6666666666667,146.5,139.33333333333334,1034.0,7544.333333333333,4117.166666666667,75399.0,38770.5,31644.666666666668,9956.5,17270.0,80249.66666666667,50.0,4.666666666666667,88.66666666666667,10.666666666666666,543.8333333333334,29.666666666666668,218.16666666666666,1607.5,6,20.75
68,62.5,560911.0,26754.4,21731446.0,21263806.2,692407.6,1766356.4,43482634.0,159085978.2,8.0,0.0,28.4,4.2,62.0,41.2,129.8,2532.2,34.6,141.4,783.2,310.6,130.4,110.4,130.0,490.2,2562.8,5961.0,46990.0,17233.0,6300.0,4495.2,23228.6,38220.2,2.2,1.6,9.6,0.0,0.0,0.0,65.6,398.8,5,21.0
69,23.5,2420284.5,10890165.25,126201752.25,92737380.0,2786283.25,867987.75,50721240.5,254198534.0,0.5,0.0,30.5,1.0,240.0,21.5,15.5,1199.5,76.5,42.75,423.75,276.0,177.25,102.25,113.5,559.0,3171.75,1140.5,13846.5,8142.0,5831.0,2555.5,5153.25,18569.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,4,10.5
70,60.5,75847.5,100109.5,139366377.66666666,24316333.0,605137.3333333334,2271871.5,19639970.5,162040872.0,1.0,2.8333333333333335,69.33333333333333,25.166666666666668,68.0,38.833333333333336,0.6666666666666666,2415.6666666666665,7.333333333333333,19.0,570.8333333333334,351.3333333333333,53.833333333333336,111.0,79.66666666666667,427.5,518.8333333333334,1093.5,22444.666666666668,12559.166666666666,2644.1666666666665,3644.8333333333335,5079.833333333333,24721.166666666668,6.666666666666667,1.3333333333333333,26.833333333333332,60.166666666666664,0.8333333333333334,96.83333333333333,65.83333333333333,584.8333333333334,6,21.75
71,90.5,97870.75,49869.25,26475127.0,1907670.0,12589041.75,7788.5,58404203.0,93726092.25,0.0,1.75,67.25,1.5,149.5,19.25,5.75,1871.5,48.0,64.0,792.5,325.5,205.75,51.25,109.5,722.0,3971.75,3571.25,43747.5,18799.5,14198.75,2914.25,17187.0,50812.25,10.75,0.0,25.5,2.75,26.75,16.75,73.75,382.75,4,13.5
72,95.0,41926.8,497254.0,21560972.4,17244254.8,2242579.4,5517662.2,16045824.6,140174042.6,0.6,0.0,101.0,77.8,88.2,490.2,4.2,2845.0,48.2,101.8,937.0,376.4,292.2,139.0,214.8,598.8,3720.6,5004.0,40815.4,22626.4,17914.4,7881.4,17277.0,42319.4,23.2,22.8,42.2,25.8,55.4,0.0,267.2,592.0,5,17.75
73,28.5,,51501865.6,46173574.8,14969587.6,417971.4,1452976.0,,206993361.6,,8.6,99.8,43.2,115.8,297.4,,2206.6,,189.2,1081.4,285.6,175.4,130.0,,559.8,,15083.8,50901.6,16132.0,8322.8,5102.4,,52785.8,,751.0,62.4,16.2,3.2,3.2,,4708.0,5,13.5
74,18.0,1303337.0,2785604.8333333335,37423665.333333336,6845036.666666667,2299148.1666666665,3247196.1666666665,13079105.666666666,372994258.6666667,0.6666666666666666,1.8333333333333333,23.166666666666668,1.0,60.333333333333336,29.833333333333332,0.0,2531.3333333333335,57.666666666666664,244.5,1699.0,518.8333333333334,210.16666666666666,199.16666666666666,310.8333333333333,884.8333333333334,4441.166666666667,14379.833333333334,88076.0,23521.166666666668,14222.333333333334,9236.166666666666,29176.0,61607.833333333336,12.0,10.333333333333334,24.333333333333332,9.5,19.666666666666668,159.5,497.3333333333333,1739.0,6,15.25
75,87.5,103460.75,4614.0,29437642.0,5400432.75,1306289.5,612271.75,57157785.5,274009104.75,20.0,0.0,50.75,0.0,23.0,32.75,1.5,1814.75,38.25,57.75,634.0,341.25,238.0,152.25,140.25,856.5,2240.0,2345.75,29875.0,18363.75,11768.0,5307.0,13786.0,47772.0,5.0,0.0,0.75,0.25,8.0,4.75,53.0,271.75,4,15.0
76,93.5,725821.1666666666,189454.16666666666,17614895.0,12852044.0,971455.6666666666,62057.5,24622768.333333332,117372265.0,0.0,13.166666666666666,386.6666666666667,18.166666666666668,323.3333333333333,39.166666666666664,14.166666666666666,3059.1666666666665,39.833333333333336,95.83333333333333,1069.0,843.1666666666666,224.16666666666666,182.83333333333334,126.83333333333333,865.0,2196.6666666666665,4174.5,52929.333333333336,38261.166666666664,13475.833333333334,4588.0,13935.0,63875.666666666664,4.333333333333333,3.1666666666666665,22.0,5.5,142.5,12.833333333333334,78.0,982.6666666666666,6,18.0
77,66.5,,387029.0,212297040.0,51048895.0,17689079.0,1226653.0,,75396732.0,,1.0,4.0,54.0,16.0,784.0,,638.0,,61.0,722.0,504.0,124.0,194.0,,291.0,,2566.0,15058.0,20722.0,4718.0,5813.0,,11274.0,,155.0,2.0,22.0,0.0,0.0,,826.0,1,4.0
78,78.0,13037.5,22422.166666666668,57556530.333333336,9069284.5,946604.8333333334,979563.6666666666,19246788.166666668,196562492.83333334,0.16666666666666666,10.0,321.8333333333333,17.666666666666668,65.83333333333333,40.833333333333336,3.8333333333333335,2364.5,39.5,85.16666666666667,769.8333333333334,347.1666666666667,150.16666666666666,155.33333333333334,131.16666666666666,794.1666666666666,2759.6666666666665,3822.3333333333335,45499.5,24757.166666666668,8079.166666666667,9503.833333333334,15534.166666666666,59012.0,1.8333333333333333,0.8333333333333334,11.0,3.3333333333333335,0.0,0.6666666666666666,27.833333333333332,84.66666666666667,6,17.25
79,84.5,50983.666666666664,18953958.0,47754999.666666664,35510723.666666664,969425.3333333334,456489.0,62634348.166666664,359611696.6666667,0.6666666666666666,0.0,55.333333333333336,9.666666666666666,52.5,29.666666666666668,0.6666666666666666,2459.1666666666665,37.5,33.166666666666664,944.0,298.0,162.5,79.83333333333333,113.66666666666667,649.5,1019.0,675.3333333333334,21305.5,10472.0,4944.333333333333,2184.1666666666665,6044.333333333333,23070.666666666668,19.0,0.3333333333333333,27.333333333333332,9.666666666666666,13.0,18.0,168.83333333333334,1013.5,6,19.75
80,51.5,3996697.3333333335,273722.0,345844980.5,10553520.333333334,793757239.0,2813279.6666666665,263270996.66666666,55195559.333333336,0.0,7.166666666666667,69.66666666666667,12.166666666666666,225.66666666666666,34.5,24.166666666666668,900.0,28.5,88.66666666666667,901.0,309.0,287.5,162.0,91.5,165.0,1205.5,2012.1666666666667,24099.0,10784.0,6467.666666666667,5100.833333333333,5466.5,8824.666666666666,11.833333333333334,3.5,86.0,2.8333333333333335,4.333333333333333,0.5,134.0,365.0,6,16.0
81,87.0,436227.6666666667,767757.8333333334,37284241.5,9853976.0,16084573.833333334,165505.16666666666,67771336.16666667,166411697.33333334,10.666666666666666,2.5,208.83333333333334,7.833333333333333,147.83333333333334,33.5,1.3333333333333333,2676.6666666666665,36.833333333333336,49.333333333333336,1267.6666666666667,256.1666666666667,164.33333333333334,140.16666666666666,129.83333333333334,1016.6666666666666,11999.5,13650.833333333334,202724.5,64684.333333333336,29414.5,23052.333333333332,51652.333333333336,159058.33333333334,4.833333333333333,7.333333333333333,20.666666666666668,8.166666666666666,26.833333333333332,6.0,109.0,645.1666666666666,6,20.75
82,13.5,184266.5,179550.83333333334,51229012.5,8798829.0,19145321.166666668,33374.333333333336,11368337.333333334,253474797.66666666,0.3333333333333333,1.5,19.833333333333332,1.0,25.833333333333332,16.0,1.3333333333333333,2081.5,58.5,155.33333333333334,1331.6666666666667,295.5,250.0,85.83333333333333,190.16666666666666,949.5,4408.833333333333,8150.833333333333,70015.0,23306.0,14872.833333333334,4161.666666666667,19270.166666666668,65923.0,21.5,6.0,49.333333333333336,6.0,13.333333333333334,34.0,148.5,1596.1666666666667,6,14.0
83,35.5,60668.0,39451.6,23311320.8,17883793.8,571381.0,209858.0,25795720.8,255029342.8,0.0,0.4,31.2,0.6,30.8,35.8,8.6,2703.2,26.4,83.8,947.4,263.4,327.8,140.2,137.0,883.8,666.8,2090.6,28675.2,9695.8,8367.4,2868.0,12027.2,45253.6,16.8,2.8,111.2,49.4,257.4,0.0,1605.8,3853.2,5,17.0
85,82.0,3640061.8333333335,170277.0,71555313.16666667,22426338.0,4096581.8333333335,445466.3333333333,18806680.166666668,295101840.6666667,0.3333333333333333,0.8333333333333334,96.0,10.0,161.16666666666666,69.33333333333333,33.333333333333336,2373.3333333333335,49.5,57.5,966.3333333333334,368.3333333333333,297.0,199.66666666666666,162.33333333333334,653.8333333333334,2486.8333333333335,1934.1666666666667,28627.5,14514.666666666666,8914.333333333334,5223.833333333333,10096.833333333334,36357.666666666664,3.8333333333333335,0.0,9.166666666666666,0.0,0.0,0.0,20.5,1120.6666666666667,6,23.0
86,94.0,26248.666666666668,91399.33333333333,31984284.333333332,28681170.166666668,304341.1666666667,473780.5,16806226.333333332,174764813.83333334,0.0,0.0,29.0,0.0,16.333333333333332,45.166666666666664,3.6666666666666665,3637.0,28.666666666666668,144.5,1564.0,386.8333333333333,122.33333333333333,214.5,179.0,768.3333333333334,1181.5,4775.666666666667,42130.333333333336,20171.833333333332,5272.833333333333,5955.5,14001.5,40143.666666666664,8.166666666666666,1.6666666666666667,25.0,3.0,27.5,0.5,151.16666666666666,1248.1666666666667,6,21.25
87,46.0,39384.666666666664,211870.83333333334,69696770.83333333,10745963.333333334,528224.0,457948.5,16092762.833333334,379155745.3333333,0.0,16.0,78.5,24.333333333333332,114.66666666666667,41.666666666666664,11.666666666666666,2244.3333333333335,44.833333333333336,85.83333333333333,1415.5,535.8333333333334,134.33333333333334,153.5,184.83333333333334,574.0,2206.5,3703.8333333333335,53775.333333333336,25076.5,5267.166666666667,4823.833333333333,18518.333333333332,29206.5,3.8333333333333335,5.166666666666667,21.833333333333332,4.333333333333333,141.83333333333334,0.0,151.16666666666666,241.0,6,17.75
88,96.0,48310.333333333336,371220.1666666667,69781277.16666667,13649736.0,293878.8333333333,405940.1666666667,10559148.833333334,300750495.5,0.3333333333333333,4.166666666666667,179.83333333333334,50.833333333333336,78.5,51.166666666666664,0.6666666666666666,2702.0,34.833333333333336,140.83333333333334,1116.5,344.6666666666667,153.0,166.16666666666666,168.83333333333334,722.5,2144.3333333333335,6200.833333333333,48813.833333333336,21062.833333333332,9196.666666666666,8196.0,26121.5,63661.166666666664,2.6666666666666665,0.16666666666666666,36.166666666666664,6.166666666666667,25.0,0.8333333333333334,160.16666666666666,686.8333333333334,6,19.75
89,16.5,179.5,15113.75,185058648.25,161004498.5,245876078.5,3397728.0,,139770325.0,0.0,0.0,146.0,1.5,45.0,7.0,,0.0,1.5,20.25,984.0,438.75,254.75,434.5,,62.0,53.0,397.25,16714.25,10363.75,6206.25,4779.75,,1815.75,0.0,0.0,73.0,14.75,32.5,0.0,,0.0,4,8.5
91,66.5,263392.3333333333,2497577.1666666665,37632971.666666664,13365253.666666666,17254104.833333332,162615.33333333334,20490150.5,313304409.6666667,0.0,0.3333333333333333,105.83333333333333,37.5,204.5,30.333333333333332,0.3333333333333333,2030.3333333333333,15.5,142.33333333333334,965.6666666666666,217.66666666666666,238.66666666666666,98.0,69.66666666666667,688.0,1404.6666666666667,5974.0,56178.833333333336,16269.833333333334,14105.333333333334,4633.166666666667,6552.666666666667,53360.333333333336,4.666666666666667,0.5,49.5,5.0,38.333333333333336,11.166666666666666,92.83333333333333,1623.5,6,21.25
92,19.5,658902.1666666666,13859.333333333334,110539316.66666667,76123477.66666667,1175277.8333333333,636674.0,25731348.5,295140609.3333333,5.0,0.0,174.66666666666666,4.666666666666667,68.83333333333333,71.0,8.333333333333334,2608.0,24.833333333333332,27.333333333333332,1023.1666666666666,171.5,145.16666666666666,79.5,134.33333333333334,1083.1666666666667,1139.0,712.6666666666666,32504.166666666668,6562.666666666667,4194.5,1996.0,7298.5,29494.666666666668,0.16666666666666666,0.0,5.166666666666667,2.5,0.0,0.0,13.333333333333334,75.33333333333333,6,14.5
93,66.0,18114334.666666668,182814.16666666666,37411826.166666664,5110723.833333333,1229905.3333333333,270276.5,39267934.166666664,148798037.83333334,1.1666666666666667,5.333333333333333,461.3333333333333,23.166666666666668,89.66666666666667,46.166666666666664,18.666666666666668,2124.1666666666665,22.166666666666668,80.66666666666667,988.8333333333334,440.0,190.16666666666666,171.0,159.33333333333334,505.0,2258.3333333333335,4091.5,53097.333333333336,23488.0,10667.833333333334,8301.666666666666,21693.333333333332,49672.0,6.0,0.5,22.0,2.6666666666666665,10.166666666666666,10.666666666666666,102.66666666666667,339.0,6,18.0
94,92.5,75435.0,213614.0,43510633.5,18743396.833333332,4757111.833333333,134029.33333333334,57129089.5,207472642.33333334,0.0,4.333333333333333,82.66666666666667,3.0,54.166666666666664,25.666666666666668,1.0,1753.8333333333333,37.0,124.83333333333333,1136.5,325.5,260.6666666666667,124.0,141.5,870.8333333333334,2172.3333333333335,5728.0,46520.0,16713.0,11121.0,4878.666666666667,9423.5,43753.5,15.5,11.166666666666666,41.833333333333336,11.333333333333334,23.666666666666668,28.333333333333332,150.33333333333334,1862.0,6,21.25
95,52.5,4343.8,150822.8,67266671.0,10092729.4,310281.4,927614.8,57991969.8,457035568.2,0.0,2.0,74.2,2.4,13.4,30.2,7.6,2697.2,36.6,84.4,1333.2,785.4,114.8,212.4,189.2,1568.0,1766.0,3464.4,65227.2,24350.2,7251.2,8508.8,16631.8,66524.6,1.4,0.8,107.8,27.2,22.8,33.4,204.6,1461.4,5,18.75
96,77.5,34847.8,23597.6,31695996.0,17631109.0,136817.2,4144979.6,32256346.4,43484247.6,0.0,1.2,51.0,6.8,42.8,40.4,0.0,1461.4,40.0,93.2,862.6,386.2,118.2,152.8,198.2,546.2,3013.6,5851.4,52389.2,34087.6,8368.6,9780.2,27612.2,48857.0,3.4,0.2,16.8,5.2,5.0,5.0,217.4,374.0,5,15.75
98,66.5,2849128.0,13868.5,79508932.83333333,18416960.833333332,5529820.0,1809718.3333333333,6865315.666666667,629316332.0,0.6666666666666666,7.5,264.3333333333333,3.5,21.666666666666668,18.0,7.166666666666667,1682.1666666666667,12.333333333333334,36.833333333333336,845.0,297.6666666666667,110.66666666666667,122.66666666666667,55.5,413.6666666666667,720.0,1256.3333333333333,38059.666666666664,16840.333333333332,5634.333333333333,5959.5,4771.5,31909.0,55.0,0.0,33.333333333333336,8.0,5.166666666666667,8.333333333333334,260.8333333333333,2453.6666666666665,6,19.5
99,9.5,51987.2,973831.0,70591644.2,14796574.0,2140677.4,509828.2,54102662.0,321026726.4,12.0,0.8,34.4,0.0,52.6,9.2,4.8,2183.8,43.2,84.6,1297.8,403.8,224.2,111.4,173.8,875.0,2387.4,4251.6,40851.6,19694.4,11275.8,3977.0,11467.8,43976.6,12.8,2.4,35.2,17.4,3.4,17.0,163.8,1461.6,5,13.5
100,83.0,625881.0,1144416.25,33935671.75,6237990.25,8111071.25,24469.5,22862732.75,203284397.5,95.25,11.25,214.75,16.5,259.25,2.75,9.25,2317.25,66.5,152.25,1409.5,359.5,452.0,37.5,181.25,1223.75,4049.75,7734.25,48314.25,14770.75,23466.5,1808.25,17241.5,59734.25,29.75,2.75,46.25,12.0,76.5,0.0,166.75,1365.25,4,12.5
101,18.5,383568.5,15699.75,61391793.25,9098101.25,819318.75,188.0,7181697.25,475106818.25,0.0,0.0,67.25,2.5,16.5,0.0,1.25,1867.5,40.5,132.25,1248.75,244.75,120.0,23.0,123.75,876.25,3475.75,7481.75,73035.0,19266.0,9572.0,1063.5,13420.25,72120.75,1.5,1.5,9.75,14.25,8.5,0.0,80.0,494.25,4,9.5
102,31.5,63894.0,166960.2,44173691.2,5180310.0,1044574.4,2130150.0,12655943.8,249545343.0,0.8,0.0,124.4,0.8,50.6,57.0,0.4,2385.8,23.0,69.8,816.2,282.6,184.2,144.2,149.2,646.0,1628.6,3259.6,37821.4,12071.2,9549.6,6604.2,14359.4,26240.2,9.8,2.4,26.0,5.0,48.2,0.8,154.6,710.4,5,18.0
103,18.5,31172.0,1434839.5,46741817.5,7141889.0,4036409.0,16875.0,130128680.0,302868679.0,0.0,2.0,218.0,57.5,161.5,0.0,268.0,3214.0,45.5,90.5,1772.5,363.0,256.0,40.5,365.5,692.5,1375.5,2267.5,31720.0,8164.0,6592.5,950.5,14881.0,19667.0,28.0,2.5,5.0,0.0,58.0,0.0,515.5,674.5,2,5.5
104,92.0,431624.5,762111.25,48623097.5,7473269.75,3587056.75,532740.5,77264947.0,69034983.75,1.25,1.25,533.75,23.5,102.75,69.5,47.0,2011.25,27.0,76.0,1008.5,407.25,293.25,142.5,152.5,438.75,1572.5,3385.25,35655.0,16246.5,9889.0,9544.75,26506.0,31765.75,2.25,0.5,5.5,1.25,58.0,0.0,174.5,678.5,4,17.25
106,45.5,1389.0,20902.0,41451119.0,1709916.0,18289861.0,78.0,2681850.0,1211386516.0,0.0,0.0,43.0,2.0,76.0,0.0,0.0,4538.0,42.0,113.0,1763.0,547.0,101.0,17.0,191.0,2108.0,10740.0,28041.0,339488.0,103606.0,27123.0,3346.0,64242.0,383882.0,15.0,3.0,39.0,33.0,90.0,0.0,139.0,2078.0,1,3.5
