ID,DUR_Aulaweb,DUR_Blank,DUR_Deeds,DUR_Diagram,DUR_Other,DUR_Properties,DUR_Study,DUR_TextEditor,KS_Aulaweb,KS_Blank,KS_Deeds,KS_Diagram,KS_Other,KS_Properties,KS_Study,KS_TextEditor,MCL_Aulaweb,MCL_Blank,MCL_Deeds,MCL_Diagram,MCL_Other,MCL_Properties,MCL_Study,MCL_TextEditor,MCR_Aulaweb,MCR_Blank,MCR_Deeds,MCR_Diagram,MCR_Other,MCR_Study,MCR_TextEditor,MM_Aulaweb,MM_Blank,MM_Deeds,MM_Diagram,MM_Other,MM_Properties,MM_Study,MM_TextEditor,MW_Aulaweb,MW_Blank,MW_Deeds,MW_Diagram,MW_Other,MW_Study,MW_TextEditor,MWC_Aulaweb
97,32140.0,127482.0,45672831.0,10510298.0,754583.0,25310.0,524934.0,7460137.0,0.0,12.0,72.0,2.0,0.0,0.0,0.0,1065.0,39.0,75.0,986.0,317.0,291.0,23.0,64.0,546.0,4.0,0.0,138.0,0.0,4.0,0.0,0.0,1862.0,2761.0,53678.0,23574.0,14285.0,1200.0,4757.0,21710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,17094768.0,59503.0,93031004.0,16713782.0,1460718.0,6293.0,7120502.0,6375056.0,4.0,16.0,353.0,2.0,28.0,0.0,2.0,1146.0,72.0,96.0,892.0,538.0,78.0,30.0,96.0,244.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,4320.0,3332.0,56286.0,24051.0,3602.0,1469.0,6868.0,14827.0,330.0,0.0,84.0,37.0,0.0,1442.0,5055.0,0.0
100,2035270.0,2457317.0,9157128.0,7566954.0,26018975.0,8236.0,5122974.0,4142387.0,91.0,7.0,225.0,56.0,335.0,6.0,2.0,817.0,141.0,276.0,963.0,694.0,746.0,29.0,229.0,597.0,0.0,0.0,156.0,2.0,48.0,0.0,6.0,9341.0,12868.0,47011.0,21526.0,41862.0,2020.0,20375.0,33846.0,44.0,11.0,7.0,27.0,61.0,42.0,634.0,0.0
101,1061432.0,11167.0,178491155.0,33128533.0,1031484.0,704.0,668927.0,23530825.0,0.0,0.0,56.0,2.0,38.0,0.0,2.0,645.0,64.0,93.0,1296.0,470.0,287.0,30.0,124.0,539.0,0.0,0.0,184.0,18.0,2.0,0.0,0.0,5927.0,3331.0,79797.0,33002.0,19273.0,1277.0,9995.0,34638.0,6.0,6.0,39.0,57.0,34.0,144.0,312.0,0.0
102,286108.0,779561.0,36371826.0,13042285.0,2304113.0,355844.0,2162735.0,1162753.0,0.0,0.0,388.0,2.0,189.0,94.0,2.0,824.0,107.0,143.0,1416.0,726.0,456.0,75.0,223.0,401.0,0.0,4.0,10.0,2.0,10.0,0.0,24.0,7627.0,8209.0,78016.0,29676.0,22962.0,2684.0,19397.0,17386.0,49.0,0.0,19.0,11.0,158.0,156.0,410.0,4.0
104,1414831.0,14315.0,26644634.0,13912665.0,11113834.0,95155.0,16655062.0,30185442.0,5.0,0.0,544.0,20.0,275.0,56.0,171.0,1812.0,16.0,8.0,910.0,511.0,173.0,37.0,124.0,221.0,0.0,5.0,37.0,10.0,4.0,34.0,50.0,403.0,151.0,21430.0,9812.0,3498.0,683.0,4279.0,8019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,586165.0,94.0,56403685.0,10491498.0,416763.0,31.0,16755143.0,2462078.0,29.0,0.0,623.0,18.0,146.0,4.0,0.0,998.0,85.0,34.0,1032.0,403.0,338.0,22.0,89.0,474.0,0.0,2.0,4.0,0.0,14.0,0.0,0.0,5797.0,829.0,45190.0,22007.0,10439.0,1013.0,6209.0,19783.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
108,1735532.0,310157.0,188149724.0,7523715.0,15808896.0,687.0,3706610.0,5503838.0,0.0,0.0,276.0,14.0,408.0,0.0,4.0,106.0,79.0,137.0,1551.0,227.0,208.0,30.0,253.0,335.0,0.0,0.0,66.0,0.0,12.0,6.0,36.0,2617.0,4334.0,54877.0,9326.0,6842.0,582.0,14046.0,17738.0,4.0,0.0,32.0,0.0,8.0,28.0,458.0,0.0
109,603440.0,125099.0,50439575.0,3130175.0,1162373.0,2846.0,1026186.0,1650324.0,0.0,10.0,225.0,2.0,678.0,0.0,3.0,619.0,314.0,375.0,2318.0,390.0,501.0,24.0,337.0,737.0,4.0,0.0,18.0,0.0,30.0,14.0,48.0,27543.0,23069.0,155470.0,30134.0,35458.0,1175.0,28091.0,59523.0,187.0,17.0,14.0,2.0,67.0,582.0,568.0,0.0
110,329673.0,176574.0,65906594.0,23417706.0,5393834.0,45682260.0,7730593.0,504722.0,1.0,10.0,106.0,8.0,181.0,48.0,0.0,519.0,11.0,99.0,1504.0,549.0,198.0,56.0,174.0,479.0,0.0,2.0,154.0,2.0,1.0,0.0,0.0,514.0,4134.0,64953.0,20682.0,11764.0,2249.0,12266.0,15761.0,0.0,0.0,10.0,26.0,3.0,72.0,488.0,0.0
111,73385.0,178633.0,40422277.0,8419841.0,3261140.0,13826.0,984971.0,20913662.0,0.0,0.0,140.0,0.0,0.0,46.0,32.0,878.0,77.0,190.0,1860.0,656.0,200.0,45.0,193.0,377.0,10.0,2.0,252.0,0.0,4.0,2.0,2.0,3391.0,5054.0,70164.0,16968.0,7546.0,1426.0,15186.0,20199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,135326.0,252611.0,39463142.0,53249828.0,12262344.0,11720.0,5817919.0,12402309.0,0.0,22.0,25.0,26.0,104.0,0.0,0.0,715.0,49.0,102.0,959.0,507.0,139.0,37.0,134.0,430.0,0.0,2.0,104.0,26.0,0.0,2.0,0.0,3446.0,5461.0,64144.0,39765.0,9193.0,1877.0,23947.0,26484.0,0.0,0.0,15.0,12.0,0.0,39.0,264.0,0.0
113,110793.0,170741.0,82499435.0,25688669.0,3138551.0,25691.0,7054397.0,9140814.0,0.0,0.0,96.0,30.0,199.0,0.0,0.0,1137.0,62.0,96.0,1429.0,563.0,576.0,50.0,127.0,500.0,0.0,0.0,215.0,4.0,15.0,0.0,18.0,3114.0,2989.0,62300.0,21585.0,20300.0,1831.0,8450.0,17008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,4789074.0,177144.0,62131604.0,12686580.0,4845394.0,12826.0,433215.0,2436996.0,40.0,0.0,178.0,4.0,1386.0,0.0,12.0,430.0,128.0,150.0,1117.0,733.0,502.0,34.0,120.0,295.0,2.0,0.0,10.0,2.0,6.0,0.0,0.0,3755.0,3643.0,33110.0,14726.0,14255.0,694.0,4443.0,8302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,511423.0,308580.0,80309074.0,9108580.0,4923869.0,6678.0,1469042.0,11796764.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,576.0,48.0,188.0,1279.0,324.0,387.0,24.0,162.0,190.0,2.0,11.0,188.0,4.0,50.0,2.0,3.0,3585.0,7697.0,82651.0,21949.0,16170.0,1491.0,12953.0,9828.0,619.0,0.0,50.0,0.0,80.0,317.0,2475.0,0.0
