ID,DUR_Aulaweb,DUR_Blank,DUR_Deeds,DUR_Diagram,DUR_FSM,DUR_Other,DUR_Properties,DUR_Study,DUR_TextEditor,KS_Aulaweb,KS_Blank,KS_Deeds,KS_Diagram,KS_FSM,KS_Other,KS_Properties,KS_Study,KS_TextEditor,MCL_Aulaweb,MCL_Blank,MCL_Deeds,MCL_Diagram,MCL_FSM,MCL_Other,MCL_Properties,MCL_Study,MCL_TextEditor,MCR_Blank,MCR_Deeds,MCR_FSM,MCR_Other,MCR_Properties,MCR_Study,MCR_TextEditor,MM_Aulaweb,MM_Blank,MM_Deeds,MM_Diagram,MM_FSM,MM_Other,MM_Properties,MM_Study,MM_TextEditor,MW_Aulaweb,MW_Blank,MW_Deeds,MW_Diagram,MW_FSM,MW_Other,MW_Properties,MW_Study,MW_TextEditor,MWC_Aulaweb,MWC_Study
69,7233288.0,3156292.0,8357659.0,25935.0,221582113.0,770350.0,225563.0,154751661.0,41219726.0,0.0,0.0,8.0,0.0,104.0,34.0,22.0,28.0,283.0,47.0,67.0,77.0,16.0,1918.0,190.0,150.0,101.0,252.0,0.0,2.0,10.0,6.0,0.0,0.0,14.0,1862.0,2157.0,3662.0,774.0,73652.0,6161.0,4208.0,5599.0,5753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,0.0,0.0
70,327878.0,246896.0,9030543.0,27116272.0,199162972.0,355167.0,10647724.0,68638145.0,23547968.0,2.0,3.0,13.0,0.0,377.0,0.0,225.0,0.0,1545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,1328.0,498.0,299006.0,70422.0,32724557.0,6599286.0,27148505.0,11658509.0,17094595.0,0.0,0.0,12.0,34.0,297.0,15.0,262.0,14.0,1325.0,32.0,151.0,173.0,44.0,3503.0,314.0,428.0,276.0,315.0,0.0,20.0,54.0,0.0,0.0,0.0,2.0,2565.0,5730.0,9979.0,4968.0,215177.0,19402.0,29269.0,34567.0,28099.0,0.0,0.0,81.0,11.0,101.0,35.0,0.0,91.0,361.0,0.0,0.0
73,0.0,146360279.0,822080.0,4319.0,135332098.0,760962.0,4973344.0,0.0,6639739.0,0.0,1.0,16.0,22.0,201.0,20.0,148.0,0.0,340.0,0.0,177.0,184.0,50.0,2896.0,170.0,332.0,0.0,150.0,0.0,30.0,38.0,2.0,0.0,0.0,0.0,0.0,13882.0,6636.0,2242.0,136177.0,6822.0,14960.0,0.0,8751.0,0.0,1596.0,0.0,0.0,540.0,0.0,16.0,0.0,1787.0,0.0,0.0
74,7183296.0,7856947.0,4772462.0,316562.0,76628060.0,619396.0,17550045.0,17425352.0,2204730.0,0.0,3.0,7.0,0.0,169.0,80.0,143.0,0.0,531.0,87.0,320.0,311.0,64.0,3501.0,182.0,368.0,614.0,333.0,0.0,32.0,34.0,0.0,0.0,4.0,26.0,4872.0,17965.0,15428.0,1844.0,208866.0,10907.0,18481.0,42493.0,22545.0,3.0,6.0,2.0,0.0,122.0,18.0,0.0,1674.0,880.0,0.0,48.0
75,133116.0,6170.0,1222575.0,589903.0,381044800.0,823782.0,2037690.0,213599026.0,3396618.0,0.0,0.0,22.0,0.0,163.0,15.0,131.0,6.0,229.0,27.0,90.0,167.0,54.0,3060.0,270.0,340.0,174.0,362.0,2.0,22.0,46.0,10.0,0.0,2.0,28.0,1619.0,3152.0,8486.0,2543.0,161692.0,13414.0,11991.0,22523.0,19706.0,0.0,0.0,0.0,0.0,82.0,11.0,0.0,114.0,342.0,0.0,0.0
76,39213.0,1087465.0,86222.0,216547.0,103022325.0,35485.0,121702.0,38723506.0,13630017.0,0.0,0.0,29.0,0.0,246.0,12.0,91.0,0.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,29288.0,2598.0,191921.0,96640.0,214182120.0,576270.0,1423958.0,39161150.0,2439395.0,0.0,15.0,81.0,2.0,565.0,35.0,175.0,21.0,316.0,44.0,68.0,117.0,65.0,4033.0,239.0,541.0,140.0,230.0,6.0,2.0,14.0,0.0,0.0,0.0,0.0,4260.0,2736.0,8279.0,4082.0,259385.0,13166.0,41558.0,24797.0,18948.0,9.0,5.0,0.0,0.0,80.0,0.0,4.0,112.0,86.0,4.0,2.0
79,21403.0,22531.0,3546612.0,672845.0,1560597276.0,899123.0,2200607.0,202608332.0,3181544.0,0.0,0.0,4.0,0.0,266.0,10.0,132.0,4.0,695.0,26.0,16.0,116.0,34.0,2549.0,153.0,242.0,74.0,192.0,0.0,16.0,26.0,0.0,0.0,0.0,0.0,931.0,306.0,3114.0,1014.0,73686.0,5463.0,6570.0,6095.0,8177.0,60.0,0.0,0.0,0.0,102.0,19.0,0.0,205.0,539.0,0.0,0.0
80,6314.0,916497.0,266289.0,71951.0,282246097.0,159485.0,16656388.0,239783469.0,1347498.0,0.0,0.0,2.0,0.0,212.0,124.0,162.0,0.0,1035.0,33.0,153.0,160.0,36.0,3280.0,205.0,531.0,124.0,192.0,0.0,30.0,24.0,2.0,0.0,0.0,0.0,1144.0,3078.0,3894.0,1334.0,134458.0,4649.0,22854.0,8325.0,9563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0,0.0
81,29937.0,17983.0,299435.0,9334388.0,182377762.0,83448283.0,419384.0,283754337.0,16126655.0,0.0,1.0,10.0,0.0,238.0,393.0,105.0,4.0,992.0,39.0,41.0,231.0,32.0,3820.0,326.0,354.0,119.0,358.0,0.0,22.0,20.0,0.0,0.0,0.0,0.0,9559.0,11497.0,35969.0,20276.0,893744.0,38695.0,81525.0,50456.0,90625.0,19.0,2.0,1.0,0.0,139.0,22.0,2.0,121.0,304.0,0.0,0.0
82,7000.0,6476.0,231260.0,2453.0,291440147.0,1579166.0,49466.0,35920312.0,1058169.0,2.0,9.0,12.0,0.0,398.0,103.0,96.0,6.0,945.0,97.0,133.0,533.0,36.0,4220.0,391.0,183.0,302.0,441.0,0.0,84.0,102.0,6.0,0.0,0.0,42.0,6086.0,6607.0,25457.0,2132.0,261434.0,22027.0,9568.0,31653.0,34139.0,32.0,0.0,0.0,0.0,86.0,11.0,0.0,246.0,1192.0,2.0,0.0
83,280454.0,49257.0,651952.0,493853.0,215864732.0,171481.0,898858.0,41380533.0,2755213.0,0.0,0.0,20.0,0.0,287.0,26.0,163.0,24.0,334.0,39.0,113.0,268.0,34.0,4178.0,532.0,384.0,197.0,231.0,2.0,20.0,48.0,20.0,0.0,0.0,0.0,1387.0,1909.0,6075.0,1781.0,107640.0,10031.0,8911.0,15739.0,11325.0,84.0,14.0,0.0,0.0,220.0,514.0,0.0,3999.0,3328.0,0.0,0.0
85,127233.0,6578.0,6104149.0,1087082.0,175102132.0,96071.0,2328538.0,38799594.0,2661042.0,0.0,0.0,38.0,0.0,793.0,70.0,338.0,52.0,736.0,70.0,90.0,252.0,147.0,3885.0,287.0,463.0,265.0,273.0,2.0,34.0,24.0,0.0,0.0,0.0,0.0,2988.0,2604.0,6651.0,5238.0,129560.0,7186.0,15004.0,15441.0,12643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1313.0,153625.0,5371449.0,790990.0,63874080.0,19565.0,580829.0,41730686.0,1013728.0,0.0,0.0,32.0,0.0,527.0,14.0,183.0,0.0,538.0,42.0,142.0,249.0,38.0,6284.0,104.0,554.0,354.0,226.0,42.0,20.0,30.0,2.0,0.0,0.0,6.0,2025.0,7595.0,13839.0,2929.0,279237.0,6574.0,24311.0,36333.0,15742.0,24.0,10.0,0.0,0.0,138.0,13.0,3.0,555.0,287.0,0.0,0.0
87,125.0,198631.0,221477.0,2796.0,190084411.0,239378.0,714550.0,24253366.0,1320717.0,0.0,94.0,16.0,4.0,555.0,11.0,165.0,12.0,536.0,33.0,149.0,298.0,42.0,4889.0,246.0,461.0,178.0,205.0,2.0,58.0,92.0,2.0,4.0,4.0,0.0,1598.0,6312.0,11670.0,2427.0,242515.0,10153.0,16653.0,10812.0,8983.0,0.0,19.0,0.0,0.0,26.0,0.0,0.0,18.0,0.0,0.0,0.0
88,42473.0,100615.0,813463.0,53696.0,56983202.0,162028.0,869390.0,22909752.0,677086.0,2.0,0.0,24.0,0.0,589.0,177.0,195.0,0.0,534.0,44.0,123.0,242.0,31.0,4330.0,278.0,444.0,294.0,216.0,16.0,30.0,26.0,6.0,4.0,0.0,2.0,2933.0,6183.0,11814.0,3573.0,267721.0,18619.0,31648.0,62702.0,16666.0,0.0,0.0,0.0,0.0,149.0,117.0,5.0,578.0,205.0,0.0,0.0
89,0.0,17026.0,74746470.0,492393.0,2043616484.0,45605779.0,46378.0,0.0,10812429.0,0.0,0.0,28.0,6.0,54.0,60.0,4.0,0.0,0.0,0.0,51.0,104.0,72.0,1242.0,99.0,87.0,0.0,35.0,2.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,1024.0,2743.0,1516.0,41834.0,3317.0,2061.0,0.0,953.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0
90,20884824.0,2782.0,165339.0,393.0,171326606.0,3948812.0,2746406.0,3924303.0,9330495.0,0.0,0.0,18.0,0.0,70.0,130.0,98.0,0.0,1426.0,45.0,47.0,148.0,28.0,2612.0,273.0,364.0,90.0,237.0,7.0,18.0,48.0,6.0,0.0,2.0,9.0,4158.0,3591.0,8443.0,1737.0,196157.0,13974.0,22834.0,7437.0,19834.0,91.0,16.0,0.0,0.0,346.0,215.0,0.0,225.0,756.0,16.0,2.0
91,0.0,9699920.0,4993553.0,52213.0,419600464.0,27450366.0,670624.0,0.0,49375985.0,0.0,0.0,28.0,20.0,166.0,221.0,90.0,0.0,1343.0,0.0,94.0,108.0,4.0,2932.0,356.0,212.0,0.0,344.0,6.0,16.0,58.0,14.0,0.0,0.0,0.0,0.0,5427.0,8617.0,494.0,205717.0,28195.0,13346.0,0.0,34852.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,243.0,0.0,0.0
92,0.0,46.0,15846564.0,546962.0,435220228.0,193056.0,895243.0,74047254.0,157204393.0,0.0,0.0,22.0,0.0,171.0,42.0,52.0,0.0,1436.0,4.0,13.0,165.0,26.0,2370.0,118.0,187.0,144.0,349.0,0.0,4.0,18.0,0.0,0.0,0.0,28.0,79.0,273.0,7079.0,890.0,75419.0,3684.0,4711.0,7711.0,12274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,23948.0,1327.0,364257.0,494.0,946812149.0,3805119.0,973573.0,29736576.0,2554740.0,0.0,0.0,48.0,0.0,372.0,92.0,250.0,0.0,291.0,12.0,64.0,242.0,22.0,4066.0,210.0,591.0,163.0,114.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,800.0,2121.0,8929.0,1029.0,230527.0,12893.0,33111.0,24808.0,10671.0,0.0,0.0,0.0,0.0,103.0,39.0,6.0,56.0,83.0,0.0,0.0
94,290910.0,161349.0,1375739.0,275126.0,107354664.0,1567076.0,155699.0,241550977.0,15473665.0,0.0,0.0,20.0,0.0,599.0,27.0,108.0,0.0,830.0,47.0,151.0,169.0,47.0,3096.0,272.0,260.0,185.0,328.0,1.0,20.0,20.0,2.0,0.0,1.0,18.0,3242.0,6661.0,10071.0,2029.0,257780.0,12903.0,14955.0,13675.0,30751.0,6.0,0.0,12.0,0.0,83.0,6.0,0.0,141.0,1608.0,0.0,0.0
95,2140.0,213960.0,3902824.0,13652886.0,238152575.0,663274.0,3885983.0,180384645.0,7765983.0,0.0,3.0,9.0,0.0,360.0,36.0,151.0,0.0,938.0,25.0,120.0,272.0,280.0,3458.0,146.0,535.0,221.0,295.0,0.0,32.0,24.0,2.0,0.0,0.0,6.0,1086.0,3806.0,10553.0,6629.0,134961.0,5601.0,22050.0,16671.0,15390.0,0.0,0.0,4.0,0.0,115.0,5.0,0.0,506.0,626.0,0.0,0.0
96,12688.0,8497.0,131226.0,3479.0,153873823.0,41936.0,19634309.0,51090344.0,513958.0,0.0,0.0,0.0,0.0,126.0,0.0,156.0,0.0,222.0,47.0,90.0,139.0,32.0,2868.0,116.0,355.0,221.0,268.0,0.0,28.0,16.0,2.0,2.0,2.0,38.0,3046.0,6834.0,9435.0,2411.0,259120.0,7572.0,29645.0,42631.0,27560.0,2.0,0.0,0.0,0.0,48.0,0.0,3.0,387.0,230.0,0.0,0.0
97,233396.0,1298.0,4100325.0,34778.0,115791621.0,415659.0,316518.0,2109519.0,307238.0,0.0,0.0,227.0,0.0,292.0,53.0,40.0,0.0,897.0,53.0,110.0,235.0,25.0,2543.0,228.0,213.0,359.0,174.0,0.0,56.0,8.0,4.0,0.0,0.0,2.0,9734.0,12711.0,37741.0,5739.0,372146.0,41384.0,27240.0,40184.0,32071.0,45.0,0.0,9.0,0.0,110.0,165.0,0.0,198.0,386.0,0.0,0.0
98,0.0,2919.0,880876.0,9479024.0,228505590.0,2046321.0,9522173.0,25624789.0,46806124.0,0.0,29.0,52.0,0.0,327.0,40.0,108.0,0.0,673.0,0.0,40.0,380.0,114.0,2640.0,177.0,279.0,71.0,239.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1393.0,11986.0,10067.0,146586.0,11261.0,22564.0,7105.0,23793.0,0.0,0.0,0.0,0.0,35.0,28.0,1.0,25.0,748.0,0.0,0.0
99,127207.0,3443817.0,4535867.0,41571.0,296816021.0,6134727.0,1838087.0,188432118.0,20596222.0,60.0,0.0,57.0,0.0,420.0,24.0,46.0,6.0,488.0,48.0,94.0,350.0,112.0,3783.0,229.0,231.0,316.0,323.0,4.0,26.0,12.0,6.0,0.0,0.0,0.0,2683.0,6233.0,12142.0,3672.0,169181.0,11993.0,9045.0,25692.0,21372.0,64.0,0.0,0.0,1.0,139.0,2.0,0.0,292.0,807.0,0.0,0.0
102,0.0,9968.0,2555487.0,343.0,266738818.0,89523.0,10294766.0,13539582.0,2640581.0,0.0,0.0,12.0,0.0,132.0,0.0,190.0,0.0,202.0,0.0,52.0,236.0,26.0,2725.0,146.0,618.0,410.0,289.0,0.0,22.0,10.0,0.0,10.0,0.0,20.0,0.0,2450.0,12496.0,947.0,146737.0,9373.0,29560.0,35283.0,14776.0,0.0,0.0,0.0,0.0,64.0,26.0,4.0,282.0,386.0,0.0,0.0
104,1332.0,2775260.0,696328.0,3844258.0,31809762.0,454423.0,2031752.0,61061574.0,2305066.0,0.0,0.0,36.0,2.0,133.0,34.0,189.0,16.0,1032.0,39.0,146.0,232.0,292.0,2797.0,461.0,467.0,234.0,352.0,0.0,12.0,32.0,2.0,0.0,0.0,48.0,1850.0,7220.0,12612.0,19609.0,159032.0,16878.0,34229.0,64545.0,27981.0,0.0,0.0,6.0,0.0,40.0,110.0,0.0,482.0,838.0,0.0,0.0
