ID,DUR_Aulaweb,DUR_Blank,DUR_Deeds,DUR_Diagram,DUR_Other,DUR_Properties,DUR_Study,DUR_TextEditor,KS_Aulaweb,KS_Blank,KS_Deeds,KS_Diagram,KS_Other,KS_Properties,KS_Study,KS_TextEditor,MCL_Aulaweb,MCL_Blank,MCL_Deeds,MCL_Diagram,MCL_Other,MCL_Properties,MCL_Study,MCL_TextEditor,MCR_Blank,MCR_Deeds,MCR_Diagram,MCR_Other,MCR_TextEditor,MM_Aulaweb,MM_Blank,MM_Deeds,MM_Diagram,MM_Other,MM_Properties,MM_Study,MM_TextEditor,MW_Aulaweb,MW_Blank,MW_Deeds,MW_Diagram,MW_Other,MW_Study,MW_TextEditor,MWC_Aulaweb,MWC_Study,MWC_TextEditor
80,916089.0,1010.0,664868181.0,41715.0,4746457832.0,221.0,841938523.0,214679693.0,0.0,0.0,154.0,6.0,263.0,0.0,2.0,87.0,26.0,36.0,1476.0,42.0,200.0,23.0,38.0,59.0,0.0,292.0,2.0,12.0,2.0,1289.0,931.0,46537.0,1761.0,5353.0,472.0,2023.0,2892.0,43.0,0.0,204.0,0.0,0.0,276.0,61.0,0.0,0.0,0.0
81,10182.0,59297.0,38333408.0,21223134.0,456672.0,62.0,23957068.0,654155932.0,0.0,2.0,138.0,0.0,90.0,0.0,0.0,4806.0,47.0,59.0,1415.0,234.0,98.0,10.0,118.0,3091.0,2.0,350.0,24.0,12.0,58.0,11345.0,18809.0,335078.0,73665.0,24178.0,2876.0,45720.0,365941.0,1.0,10.0,61.0,16.0,50.0,148.0,1901.0,0.0,0.0,0.0
82,111710.0,8473.0,188952650.0,15831.0,105608876.0,124.0,1054382.0,874253555.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4296.0,49.0,61.0,1437.0,83.0,214.0,22.0,100.0,2207.0,0.0,448.0,0.0,4.0,44.0,3263.0,2896.0,89302.0,4276.0,11692.0,372.0,8579.0,107202.0,6.0,8.0,142.0,0.0,10.0,126.0,3352.0,0.0,0.0,6.0
83,10560.0,13459.0,81597588.0,196764.0,124456.0,22478.0,3275099.0,887222968.0,0.0,0.0,48.0,0.0,55.0,16.0,3.0,5062.0,38.0,71.0,1292.0,69.0,275.0,6.0,86.0,2311.0,1.0,312.0,0.0,28.0,56.0,882.0,1462.0,39115.0,2218.0,6013.0,114.0,5408.0,76495.0,0.0,0.0,337.0,19.0,179.0,777.0,1063.0,0.0,0.0,0.0
84,0.0,1050.0,265940036.0,3987.0,2365262.0,63.0,190589486.0,1886122487.0,0.0,0.0,514.0,0.0,341.0,0.0,57.0,2455.0,3.0,19.0,1126.0,45.0,326.0,24.0,64.0,1279.0,2.0,2.0,0.0,22.0,0.0,112.0,614.0,70077.0,2708.0,16426.0,430.0,14117.0,45719.0,0.0,0.0,86.0,0.0,6.0,65.0,32.0,0.0,0.0,0.0
85,82375.0,47910.0,63430156.0,5268202.0,614427.0,859.0,36210797.0,1296176860.0,0.0,5.0,66.0,4.0,122.0,0.0,0.0,4395.0,42.0,67.0,958.0,436.0,334.0,14.0,115.0,1806.0,0.0,308.0,4.0,8.0,0.0,3025.0,2858.0,42736.0,22980.0,13115.0,704.0,13187.0,122308.0,23.0,0.0,55.0,0.0,0.0,123.0,6724.0,0.0,0.0,0.0
86,2461.0,609.0,20876948.0,3007371.0,39798.0,250.0,2684685.0,609805772.0,0.0,0.0,82.0,0.0,48.0,0.0,0.0,3605.0,32.0,80.0,1958.0,368.0,141.0,27.0,114.0,1876.0,42.0,382.0,0.0,2.0,0.0,2195.0,5047.0,88543.0,23098.0,7937.0,1186.0,9678.0,122705.0,17.0,0.0,144.0,0.0,63.0,178.0,6728.0,0.0,0.0,0.0
87,34015.0,1359.0,142223714.0,6322640.0,82234.0,188.0,2102732.0,1483259525.0,0.0,0.0,174.0,22.0,148.0,0.0,2.0,3534.0,35.0,46.0,1286.0,334.0,114.0,11.0,96.0,1232.0,10.0,374.0,10.0,4.0,0.0,1342.0,1616.0,47353.0,14751.0,2099.0,293.0,4325.0,33442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,47.0,15393.0,85647229.0,128577.0,219106.0,1501.0,666634.0,1372704317.0,0.0,17.0,454.0,0.0,61.0,0.0,0.0,5788.0,21.0,50.0,1465.0,120.0,161.0,25.0,94.0,2090.0,46.0,292.0,2.0,8.0,2.0,1091.0,5612.0,91325.0,8212.0,11094.0,1293.0,16085.0,195084.0,0.0,0.0,178.0,0.0,2.0,83.0,2071.0,0.0,0.0,0.0
89,688.0,862.0,552517551.0,1225845.0,855486245.0,41438.0,0.0,259364097.0,0.0,0.0,500.0,0.0,38.0,24.0,0.0,0.0,0.0,19.0,1123.0,153.0,185.0,19.0,0.0,23.0,0.0,22.0,0.0,0.0,2.0,73.0,319.0,29445.0,3358.0,4586.0,305.0,0.0,771.0,0.0,0.0,286.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0
90,673.0,3712872.0,46527513.0,2973.0,63416.0,654.0,30946379.0,3616875172.0,0.0,8.0,334.0,0.0,129.0,0.0,0.0,5567.0,5.0,45.0,1360.0,63.0,163.0,5.0,69.0,1777.0,3.0,210.0,0.0,1.0,10.0,666.0,2336.0,82534.0,3137.0,7444.0,174.0,4268.0,113904.0,14.0,0.0,150.0,0.0,6.0,87.0,6742.0,7.0,1.0,0.0
91,12761.0,21585.0,16799245.0,7093693.0,137527.0,63.0,66782098.0,845271031.0,0.0,2.0,178.0,92.0,133.0,0.0,2.0,4180.0,12.0,124.0,1624.0,276.0,130.0,24.0,84.0,1552.0,0.0,381.0,4.0,6.0,11.0,728.0,4379.0,116110.0,24283.0,7161.0,799.0,8672.0,98351.0,0.0,0.0,118.0,11.0,31.0,206.0,4772.0,0.0,0.0,0.0
92,11168.0,63894.0,194743151.0,21788.0,77088.0,3557.0,22296272.0,1100163931.0,0.0,0.0,240.0,0.0,24.0,0.0,19.0,4686.0,14.0,19.0,1167.0,38.0,129.0,23.0,129.0,3055.0,0.0,6.0,0.0,0.0,28.0,373.0,403.0,26779.0,559.0,1816.0,243.0,3424.0,40392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,8312.0,6270.0,43663388.0,598627.0,961876.0,31.0,3086407.0,611076833.0,0.0,0.0,1043.0,0.0,60.0,2.0,18.0,5681.0,4.0,84.0,1574.0,297.0,221.0,32.0,123.0,1503.0,0.0,0.0,0.0,0.0,2.0,682.0,2792.0,99789.0,16226.0,11290.0,1036.0,20734.0,147922.0,8.0,0.0,77.0,2.0,21.0,69.0,1043.0,0.0,0.0,0.0
94,327.0,251608.0,23216158.0,11678006.0,473145.0,46.0,5244160.0,849019718.0,0.0,0.0,84.0,0.0,0.0,0.0,2.0,3338.0,26.0,79.0,1871.0,391.0,89.0,15.0,98.0,1548.0,2.0,414.0,10.0,0.0,28.0,992.0,3463.0,93578.0,20237.0,2479.0,529.0,5106.0,65279.0,13.0,6.0,105.0,2.0,0.0,66.0,5248.0,0.0,0.0,0.0
95,10344.0,3806.0,259531323.0,192057.0,10938.0,7551.0,42880082.0,1739889297.0,0.0,2.0,279.0,2.0,0.0,0.0,36.0,4574.0,20.0,46.0,1825.0,205.0,84.0,23.0,157.0,3260.0,0.0,386.0,6.0,0.0,20.0,1226.0,1734.0,107013.0,9958.0,6295.0,1128.0,8167.0,93088.0,0.0,0.0,315.0,12.0,35.0,137.0,1909.0,0.0,0.0,0.0
97,3466.0,9580.0,112139644.0,384366.0,31913.0,1717.0,3947971.0,997754456.0,0.0,0.0,187.0,0.0,4.0,0.0,0.0,4101.0,41.0,74.0,1287.0,117.0,69.0,26.0,87.0,2751.0,0.0,368.0,0.0,0.0,26.0,2549.0,2893.0,82215.0,7161.0,5277.0,1432.0,6679.0,128370.0,10.0,0.0,129.0,0.0,8.0,78.0,2038.0,0.0,0.0,0.0
98,0.0,109.0,117992491.0,9512104.0,27409274.0,938.0,475538.0,2858869876.0,0.0,0.0,559.0,0.0,10.0,0.0,0.0,4012.0,0.0,27.0,1145.0,318.0,130.0,14.0,26.0,1148.0,0.0,10.0,0.0,2.0,0.0,0.0,769.0,60330.0,22250.0,6283.0,521.0,2505.0,86272.0,0.0,0.0,105.0,1.0,0.0,17.0,3687.0,0.0,0.0,2.0
99,13776.0,2201.0,82413822.0,4905652.0,2829635.0,311.0,3172391.0,1104636953.0,0.0,3.0,22.0,0.0,68.0,0.0,0.0,3855.0,22.0,96.0,1570.0,138.0,238.0,13.0,126.0,1971.0,0.0,397.0,2.0,16.0,6.0,1706.0,3999.0,86520.0,9192.0,13687.0,424.0,8345.0,93348.0,0.0,11.0,125.0,12.0,4.0,272.0,4310.0,0.0,0.0,0.0
100,4909.0,8097.0,38614634.0,776411.0,3857125.0,1141.0,29096914.0,578877522.0,2.0,17.0,217.0,0.0,349.0,0.0,7.0,3130.0,59.0,96.0,1368.0,76.0,513.0,9.0,131.0,2488.0,12.0,352.0,2.0,16.0,0.0,3212.0,5290.0,56873.0,3802.0,31076.0,596.0,9562.0,104891.0,27.0,0.0,124.0,0.0,160.0,247.0,3055.0,0.0,0.0,0.0
101,124477.0,6349.0,34975282.0,1002.0,6111.0,0.0,13751369.0,1633953791.0,0.0,0.0,207.0,0.0,8.0,0.0,3.0,3104.0,5.0,100.0,752.0,34.0,80.0,7.0,55.0,1587.0,10.0,218.0,0.0,0.0,6.0,1123.0,6841.0,56598.0,2216.0,6427.0,415.0,7705.0,121881.0,0.0,0.0,0.0,0.0,0.0,176.0,1665.0,0.0,0.0,0.0
102,24263.0,9792.0,89250596.0,711036.0,57187.0,78.0,7746940.0,957990636.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,5405.0,4.0,118.0,1310.0,431.0,81.0,6.0,111.0,1878.0,0.0,308.0,0.0,0.0,54.0,516.0,4923.0,54598.0,17419.0,4070.0,293.0,17066.0,62949.0,0.0,12.0,56.0,14.0,22.0,335.0,1824.0,0.0,0.0,2.0
105,4299.0,419.0,142194405.0,0.0,1956356.0,93.0,27339986.0,3005710185.0,0.0,0.0,646.0,0.0,144.0,0.0,0.0,1102.0,9.0,24.0,789.0,0.0,131.0,2.0,48.0,495.0,0.0,2.0,0.0,0.0,2.0,692.0,742.0,31064.0,0.0,4399.0,73.0,5113.0,28467.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
106,1389.0,20902.0,41451119.0,1709916.0,18289861.0,78.0,2681850.0,1211386516.0,0.0,0.0,43.0,2.0,76.0,0.0,0.0,4538.0,40.0,111.0,1431.0,523.0,92.0,16.0,191.0,2102.0,2.0,330.0,24.0,5.0,6.0,10740.0,28041.0,339488.0,103606.0,27123.0,3346.0,64242.0,383882.0,15.0,3.0,39.0,33.0,90.0,139.0,2078.0,2.0,0.0,0.0
107,827266.0,271385.0,216048790.0,2766.0,36313628.0,47.0,266113172.0,1008370373.0,32.0,133.0,430.0,0.0,857.0,0.0,84.0,5916.0,95.0,182.0,1238.0,52.0,431.0,6.0,157.0,1278.0,24.0,106.0,8.0,20.0,118.0,10198.0,10440.0,65567.0,2296.0,41974.0,529.0,19924.0,56822.0,160.0,41.0,379.0,0.0,430.0,815.0,2724.0,0.0,0.0,0.0
